Summary_file = calib.sum
Title = soilwat2 reference dataset (calibrators)
           date             eo            eos         runoff          sw_dep(1)          sw_dep(2)          sw_dep(3)          sw_dep(4)          sw_dep(5)
     23/11/1978          9.600          9.600          0.000             43.360             44.278             44.962             45.417             45.617
     24/11/1978         10.000         10.000          0.000             43.054             43.968             44.666             45.129             45.329
     25/11/1978          9.200          9.200          0.000             42.799             43.691             44.383             44.843             45.043
     26/11/1978          5.200          5.200          0.000             42.577             43.439             44.114             44.566             44.766
     27/11/1978          4.700          4.700          0.000             42.376             43.206             43.859             44.300             44.500
     28/11/1978          8.700          8.700          0.000             42.191             42.987             43.618             44.046             44.246
     29/11/1978          7.800          7.800          0.000             42.017             42.781             43.388             43.805             44.005
     30/11/1978          8.300          8.300          0.000             42.304             42.834             43.297             43.639             43.839
     01/12/1978          4.300          4.300          0.000             42.010             42.627             43.113             43.464             43.664
     02/12/1978          5.600          5.600          0.000             41.785             42.421             42.922             43.281             43.481
     03/12/1978          4.700          4.700          0.000             45.968             44.690             43.992             43.727             43.927
     04/12/1978          1.000          1.000          0.000             46.671             45.409             44.589             44.250             44.450
     05/12/1978          9.200          9.200          0.000             43.399             44.038             44.166             44.300             44.500
     06/12/1978          7.800          7.800          0.000             42.808             43.475             43.880             44.179             44.379
     07/12/1978          7.800          7.800          0.000             42.345             43.087             43.616             43.986             44.186
     08/12/1978          7.400          7.400          0.000             41.996             42.775             43.359             43.760             43.960
     09/12/1978          8.300          8.300          0.000             41.711             42.512             43.114             43.525             43.725
     10/12/1978          6.000          6.000          0.000             41.496             42.270             42.873             43.287             43.487
     11/12/1978          7.800          7.800          0.000             41.305             42.055             42.646             43.054             43.254
     12/12/1978          9.200          9.200          0.000             41.120             41.863             42.436             42.833             43.033
     13/12/1978          7.000          7.000          0.000             40.964             41.676             42.232             42.620             42.820
     14/12/1978          7.000          7.000          0.000             40.828             41.498             42.037             42.416             42.616
     15/12/1978         10.500         10.500          0.000             40.694             41.335             41.853             42.223             42.423
     16/12/1978          7.800          7.800          0.000             40.565             41.180             41.680             42.039             42.239
     17/12/1978         11.400         11.400          0.000             44.680             46.581             44.632             43.458             43.658
     18/12/1978          4.700          4.700          0.000             44.410             44.607             44.100             43.876             44.076
     19/12/1978         14.100         14.100          0.000             43.549             43.846             43.874             43.966             44.166
     20/12/1978         14.100         14.100          0.000             42.869             43.367             43.661             43.903             44.103
     21/12/1978          7.800          7.800          0.000             42.375             42.999             43.437             43.759             43.959
     22/12/1978          8.700          8.700          0.000             42.007             42.696             43.209             43.572             43.772
     23/12/1978          5.200          5.200          0.400             46.540             47.770             48.385             48.693             48.892
     24/12/1978          5.200          5.200          0.000             44.962             46.633             47.643             48.256             48.456
     25/12/1978          5.200          5.200          0.000             44.522             46.021             47.102             47.765             47.965
     26/12/1978          5.200          5.200          0.000             46.540             47.770             48.385             48.693             48.892
     27/12/1978          1.600          1.600          0.000             47.564             47.952             48.305             48.587             48.787
     28/12/1978          5.600          5.600          0.000             46.202             47.266             47.914             48.339             48.539
     29/12/1978          2.500          2.500          6.900             47.650             48.325             48.662             48.831             49.031
     30/12/1978          5.200          5.200          0.000             45.868             47.246             48.028             48.514             48.714
     31/12/1978          7.000          7.000          0.000             44.717             46.324             47.390             48.039             48.239
