year,month,day,day_month,period,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),sw(9),sw(10),sw(11),sw(12),sw(13),sw(14),sw(15),sw(16),sw(17),sw(18),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3(7),no3(8),no3(9),no3(10),no3(11),no3(12),no3(13),no3(14),no3(15),nh4(1),nh4(2),nh4(3),nh4(4),nh4(5),nh4(6),nh4(7),nh4(8),nh4(9),nh4(10),nh4(11),nh4(12),nh4(13),nh4(14),nh4(15),no3_025,no3_2590,nh4_025,nh4_2590,sw_dep_025,sw_dep_2590,sw_dep_90180,no3_030,no3_3080,nh4_030,nh4_3080,sw_dep_030,sw_dep_3080,rain,T,ET,swdep(1),swdep(2),swdep(3),swdep(4),swdep(5),swdep(6),swdep(7),swdep(8),swdep(9),swdep(10),swdep(11),swdep(12),swdep(13),swdep(14),swdep(15),swdep(16),swdep(17),swdep(18),es,runoff,drain,eo,h,drain_25,drain_90,drain_180,cum_rain,cum_ET,cum_E,cum_T,cdrain_25,cdrain_90,cdrain180,cum_drain,no3(),nh4(),nit_tot(),leach_no3,cleach_25,cleach_90,urea(),biom_n(),fom_n(),hum_n(),sum@soiln2_dnit[],sum@soiln2_dlt_n_min[],surfaceom_n,surfaceom_wt,surfaceom_cover,L_dlt_n_fixed,P_dlt_n_fixed,W_biomass_n,W_root_n,L_biomass_n,L_root_n,C_biomass_n,C_root_n,P_biomass_n,P_root_n,cum_nmin010,cum_nmin1020,cum_nmin2030,no3_010,nh4_010,fom_n_010,biom_n_010,hum_n_010,no3_sol_20,no3_sol_30,no3_sol_50,no3_sol_90,cumnetdrain120
(year),(month),(day),(day),(),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(cc/cc),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(),(),(),(),(),(),(),(),(),(),(),(),(),(mm),(),(),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(mm),(),(),(),(),(),(),(),(),(),(),(),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(),(),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(kg/ha),(m^2/m^2),(g/m^2),(g/m^2),(g/m^2),(?),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(g/m^2),(),(),(),(),(),(),(),(),(ppm),(ppm),(ppm),(ppm),()
2000,4,110,19,16.000000,0.271684,0.272109,0.272607,0.274487,0.269648,0.260198,0.267007,0.274356,0.273796,0.295016,0.304802,0.309079,0.316204,0.322108,0.320116,0.318974,0.318739,0.318746,0.683790,1.022816,1.639893,3.271529,7.839631,5.931730,3.322870,2.186470,2.600310,2.762412,2.064421,2.653465,3.815154,1.641757,0.781287,0.014328,0.036496,0.082085,0.251968,0.803589,0.203443,0.118841,0.089952,0.114786,0.125701,0.081792,0.055191,0.068721,0.038059,0.021980,20.389389,11.904273,1.391909,0.490176,66.754623,151.705765,283.693146,22.050823,9.210628,1.451329,0.389859,80.104996,140.858551,26.000000,0.000000,13.727193,1.358422,2.721093,5.452149,10.979495,20.223636,26.019831,26.700740,27.435625,41.069356,59.003201,60.960419,61.815782,63.240802,48.316145,32.011585,23.923038,15.936935,7.968646,15.776135,0.000000,0.000000,15.779186,0.000000,3.754096,0.155969,0.000000,31.800001,16.995050,16.995050,0.000000,3.744190,0.182212,0.000000,0.000000,43.064281,2.137973,4704.789551,0.000000,0.861463,0.007532,0.000000,184.583328,4.551257,4470.452637,0.181749,2.471888,0.781229,173.008560,0.000000,0.000000,0.000000,0.000000,?,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,184.361053,40.782696,27.144270,9.231238,0.652740,0.868491,74.668228,1121.991455,29.796714,38.764696,12.444862,6.331509,0.186299
2000,5,125,4,16.000000,0.310825,0.311728,0.312643,0.315493,0.303143,0.272501,0.251956,0.273001,0.276309,0.296855,0.306014,0.309566,0.316848,0.322909,0.320798,0.319476,0.319187,0.319180,0.174072,0.423584,1.147344,4.489483,9.617667,7.216548,3.582396,2.554679,3.039360,3.208533,2.370263,2.844272,3.991686,1.782487,0.865633,0.013224,0.019071,0.073639,0.283172,0.730957,0.187244,0.114862,0.088169,0.113372,0.123709,0.080092,0.053864,0.066844,0.037220,0.021582,23.068699,13.570100,1.307307,0.480158,73.529869,151.793488,284.299957,24.859896,10.593770,1.364738,0.382681,86.127655,140.715149,20.500000,0.000000,16.069304,1.554127,3.117279,6.252869,12.619738,22.735759,27.250094,25.195573,27.300125,41.446296,59.370945,61.202789,61.913248,63.369569,48.436394,32.079774,23.960717,15.959372,7.979494,13.892761,0.000000,0.000000,43.380173,0.000000,-0.272910,0.586115,0.000000,52.299999,30.887812,30.887812,0.000000,3.576212,0.789034,0.000000,0.000000,48.271599,2.037746,4704.768066,0.000000,1.005080,0.036330,0.000000,180.546631,4.214857,4469.697266,0.096247,5.411798,0.706163,158.197830,0.000000,0.000000,0.000000,0.000000,?,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,186.293396,41.333138,27.550621,9.440372,0.632758,0.806933,73.478806,1121.546387,35.575091,42.301940,14.218356,7.333249,0.574452
2000,5,128,7,16.000000,0.273519,0.273948,0.274427,0.276129,0.270301,0.259005,0.255063,0.272844,0.276327,0.297040,0.306220,0.309745,0.316993,0.323066,0.320941,0.319589,0.319289,0.319278,0.753684,1.146184,1.898270,4.061357,8.550170,6.946988,3.758873,2.620458,3.113087,3.287070,2.425909,2.879761,4.023050,1.808482,0.881453,0.012069,0.044937,0.099942,0.278989,0.664454,0.168602,0.116487,0.089517,0.114959,0.125260,0.080963,0.054374,0.067358,0.037513,0.021755,23.356653,13.992442,1.268993,0.486704,66.813805,150.762329,284.439270,25.236090,10.900051,1.327236,0.387979,79.566971,140.894592,0.600000,0.000000,5.237554,1.367597,2.739483,5.488535,11.045158,20.272569,25.900463,25.506335,27.284367,41.449118,59.407938,61.244096,61.948984,63.398687,48.459864,32.094124,23.969145,15.964458,7.981961,6.821248,0.000000,0.000000,6.822226,0.000000,0.520118,0.140124,0.000000,52.899998,37.709057,37.709057,0.000000,4.070994,0.928343,0.000000,0.000000,49.140446,2.008173,4704.743652,0.000000,1.159302,0.043583,0.000000,179.876740,4.155885,4469.563477,0.066212,1.026098,0.663465,149.666641,0.000000,0.000000,0.000000,0.000000,?,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,186.697327,41.426540,27.621683,10.709552,0.657422,0.794228,73.303459,1121.466553,36.770476,42.176055,14.737016,7.510623,0.657404
2000,5,131,10,16.000000,0.108564,0.199336,0.221009,0.237647,0.247726,0.250811,0.253608,0.272714,0.276405,0.297199,0.306388,0.309918,0.317147,0.323223,0.321087,0.319705,0.319395,0.319381,0.620658,1.874879,2.829460,5.092850,7.875478,6.772388,3.814103,2.676938,3.175239,3.352421,2.473390,2.910261,4.048670,1.831372,0.895556,0.026890,0.106822,0.537806,12.866203,0.649630,0.164258,0.118297,0.091162,0.116965,0.127270,0.082142,0.055097,0.068135,0.037948,0.022010,25.065712,14.255396,14.351609,0.494765,60.122829,149.812820,284.576202,26.972765,11.111650,14.410758,0.394545,72.803207,140.852402,0.000000,0.000000,7.335215,0.542818,1.993357,4.420174,9.505862,18.579484,25.081132,25.360757,27.271393,41.460739,59.439887,61.277600,61.983623,63.429454,48.483489,32.108681,23.977863,15.969756,7.984537,6.652300,0.000000,0.000000,7.033463,0.000000,0.106622,0.137633,0.000000,52.899998,44.361359,44.361359,0.000000,4.109695,1.065274,0.000000,0.000000,51.249043,15.102008,4719.158203,0.000000,1.206498,0.050919,0.000000,179.253174,4.107556,4469.447266,0.001320,0.848324,0.647837,146.521667,0.000000,0.000000,0.000000,0.000000,?,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,187.022491,41.506226,27.680914,13.043006,13.754265,0.784376,73.108337,1121.396606,53.575883,42.388032,15.039389,7.658423,0.742897
2000,5,146,25,16.000000,0.238670,0.238434,0.237343,0.225899,0.227325,0.240484,0.247476,0.270130,0.276355,0.297630,0.306902,0.310606,0.317969,0.324043,0.321852,0.320345,0.319991,0.319965,0.916346,2.196456,5.657940,10.375438,8.523321,6.768634,4.007957,2.879067,3.424311,3.615787,2.672043,3.038715,4.150384,1.931283,0.958188,0.095666,0.303166,0.738003,3.082958,0.672295,0.167396,0.124258,0.095772,0.122733,0.132986,0.085450,0.057104,0.070206,0.039149,0.022725,34.438133,15.263144,5.059484,0.518474,58.458290,147.952515,285.221375,36.442112,11.923143,5.121613,0.413620,70.832069,140.366074,11.950000,0.008231,14.254363,1.193351,2.384343,4.746870,9.035941,17.049355,24.048429,24.747556,27.012992,41.453321,59.525985,61.380424,62.121198,63.593872,48.606382,32.185162,24.025895,15.999537,7.999133,13.700375,0.000000,0.000000,30.735943,0.000000,-0.087972,0.650664,0.000000,64.849998,58.072269,58.061733,0.010534,4.013375,1.710463,0.000000,0.000000,62.209316,5.842333,4717.994629,0.000000,1.367281,0.088028,0.000000,176.967880,3.948483,4469.026367,0.000000,3.130121,0.584395,133.647598,0.000000,0.000000,0.000000,0.000000,?,0.000000,0.000000,0.000000,0.000000,0.655237,0.187130,188.093475,41.806282,27.907124,21.987288,4.443892,0.770011,72.517258,1121.152344,114.824096,49.992045,16.195365,8.260644,1.199059
2000,6,153,1,16.000000,0.302584,0.303348,0.304125,0.306549,0.295454,0.269202,0.271150,0.295160,0.293833,0.308113,0.312942,0.311597,0.318365,0.324441,0.322233,0.320680,0.320308,0.320279,0.531876,0.866751,1.618315,4.633515,12.296906,11.116760,6.470552,4.046713,3.976336,3.910953,2.810228,3.087179,4.176670,1.966142,0.980879,0.090573,0.182158,0.419767,1.514031,1.323580,0.337312,0.139708,0.099975,0.126855,0.136777,0.087386,0.058010,0.071138,0.039706,0.023059,31.064123,19.809668,3.867421,0.547008,71.970078,158.920380,286.249481,34.299400,15.169278,3.937275,0.433461,85.527565,148.771133,33.600002,0.008786,8.574381,1.512919,3.033480,6.082505,12.261954,22.159053,26.920162,27.114984,29.516005,44.075009,61.622634,62.588451,62.319401,63.672953,48.666202,32.223321,24.050992,16.015416,8.006981,8.858644,0.000000,0.000000,8.914254,0.000000,11.034818,0.605222,0.000000,98.449997,66.939529,66.920380,0.019144,15.234294,2.738563,0.000000,0.000000,63.615349,4.683002,4717.577637,0.000000,5.783949,0.149739,0.000000,176.411240,3.927006,4468.941406,0.458233,0.782768,0.560693,128.787079,0.000000,0.000000,0.000000,0.000000,?,0.000000,0.000000,0.000000,0.000000,0.655415,0.185197,188.333252,41.868851,27.958271,11.749426,2.647722,0.783930,72.411644,1121.103516,37.787740,55.493826,23.863383,9.021748,1.424999
2000,6,165,13,16.000000,0.265572,0.265957,0.266434,0.268340,0.264778,0.256319,0.262204,0.286798,0.291880,0.315133,0.321663,0.323365,0.326483,0.326758,0.323171,0.321339,0.320923,0.320887,1.027307,1.533387,2.402545,4.147703,9.451719,11.075848,7.273567,4.718674,4.451345,4.309484,3.056537,3.225851,4.293879,2.035354,1.018359,0.115109,0.187541,0.343680,0.792224,0.987747,0.322223,0.138445,0.098754,0.127062,0.133241,0.082150,0.055525,0.071805,0.040134,0.023290,29.638510,22.281340,2.748524,0.538577,65.539909,156.480484,291.635376,33.275291,17.116287,2.817746,0.428279,78.650131,148.598755,16.200001,0.028909,16.647682,1.327862,2.659567,5.328678,10.733616,19.858327,25.631858,26.220446,28.679847,43.782024,63.026653,64.332600,64.672916,65.296534,49.013774,32.317121,24.100438,16.046130,8.022164,16.957544,0.000000,0.000000,17.133059,0.000000,5.828827,5.504864,0.000000,114.649994,83.931282,83.877930,0.053361,20.873137,8.124452,0.000000,0.000000,65.199059,3.552247,4717.050293,0.000000,8.336590,0.460484,0.000000,175.591873,3.898996,4468.809570,0.591907,1.161437,0.525676,121.552803,0.000000,0.000000,0.000000,0.000000,?,0.000000,0.000000,0.000000,0.000000,0.656725,0.180846,188.706009,41.964008,28.033714,12.261516,1.767803,0.805587,72.245102,1121.026489,38.642174,47.595748,27.740058,10.167061,3.585416
2000,6,180,28,16.000000,0.277690,0.278129,0.278562,0.279827,0.271335,0.251137,0.253211,0.279625,0.288797,0.311844,0.319249,0.321876,0.331450,0.335901,0.330257,0.324537,0.322802,0.322371,0.515247,1.160386,2.701374,5.554282,10.364385,11.011053,7.232437,4.871546,4.737916,4.469901,3.155084,3.235593,4.352731,2.195811,1.098105,0.038338,0.115092,0.243499,0.492232,0.612621,0.229523,0.130782,0.097864,0.125496,0.126887,0.075538,0.050466,0.064124,0.039140,0.022965,31.306726,22.889341,1.731305,0.518798,66.397919,153.641724,294.540436,34.922947,17.695581,1.796696,0.415638,79.058456,146.311340,20.100000,0.130858,20.173405,1.388448,2.781293,5.571241,11.193086,20.350138,25.113710,25.321085,27.962453,43.319568,62.368783,63.849817,64.375174,66.289923,50.385101,33.025654,24.340301,16.140092,8.059272,19.180225,0.000000,0.000000,22.335022,0.000000,-0.072443,3.122988,0.000000,134.749985,103.246719,103.058167,0.188561,20.812428,11.029500,0.000000,0.000000,67.915146,2.497404,4716.753418,0.000000,8.567814,0.632158,0.000000,174.014450,3.825479,4468.500000,0.225085,2.215009,0.475612,111.096954,0.000000,0.000000,0.000000,0.000000,?,0.000000,0.000000,0.000000,0.000000,0.661892,0.187998,189.533081,42.170528,28.189903,13.386084,1.093368,0.813510,71.799759,1120.845825,49.622436,50.930292,28.562904,10.937125,7.029594
2000,7,194,12,16.000000,0.278934,0.279399,0.279884,0.281449,0.273838,0.258613,0.259437,0.282743,0.289712,0.312558,0.319771,0.322232,0.332178,0.338831,0.335996,0.332022,0.330351,0.329865,0.894231,1.387282,2.308580,4.544693,9.423191,11.499554,8.052410,5.415955,5.142414,4.691681,3.266411,3.263657,4.343291,2.284096,1.171200,0.044849,0.085151,0.167520,0.344731,0.465118,0.207885,0.126639,0.097261,0.125326,0.126062,0.074595,0.049701,0.061597,0.037092,0.022632,30.057531,24.935665,1.315254,0.512585,67.443428,155.513245,296.949158,34.083736,19.276255,1.378574,0.411968,80.415268,147.214706,25.600002,0.300783,20.583870,1.394668,2.793993,5.597682,11.257952,20.537862,25.861268,25.943681,28.274342,43.456860,62.511665,63.954193,64.446403,66.435621,50.824661,33.599591,24.901616,16.517540,8.246613,20.567671,0.000000,0.000000,22.011866,0.000000,3.701499,2.382143,0.000000,160.349976,124.125504,123.625854,0.499659,24.546589,13.443034,0.000000,0.000000,69.044754,2.069023,4715.935547,0.000000,10.400857,0.784155,0.000000,172.782791,3.780983,4468.258301,0.622649,1.763626,0.429693,101.372986,0.000000,0.000000,0.082729,0.000000,?,0.000000,0.000000,0.000000,0.000000,0.715848,0.240722,190.188416,42.328857,28.311314,12.275849,0.797290,0.821841,71.468742,1120.705322,40.368740,45.882045,31.038040,11.833377,9.315035
2000,7,209,27,16.000000,0.265824,0.266174,0.266550,0.267812,0.262098,0.249406,0.251663,0.278222,0.287591,0.310295,0.317979,0.321005,0.331996,0.340549,0.340145,0.340230,0.340739,0.341631,0.740304,1.338040,2.550449,5.001867,9.063594,10.649116,7.641739,5.357663,5.224306,4.675865,3.244209,3.180399,4.221133,2.346117,1.229983,0.035561,0.081178,0.166098,0.322173,0.406588,0.185583,0.125950,0.096896,0.124206,0.125920,0.074482,0.049404,0.060189,0.035240,0.021218,29.343369,24.521677,1.197181,0.510213,64.632210,152.865631,298.589874,33.164238,19.078703,1.260156,0.409997,77.215363,145.602982,18.800001,1.164477,22.390167,1.329119,2.661741,5.330991,10.712469,19.657321,24.940568,25.166301,27.822214,43.138671,62.058949,63.595757,64.200959,66.399105,51.082422,34.014506,25.517261,17.036972,8.540773,20.956728,0.000000,0.000000,26.710119,0.000000,0.029466,1.847772,0.000000,179.149963,146.275635,144.582565,1.693056,24.543255,15.222516,0.000000,0.000000,67.922173,1.941867,4713.108887,0.000000,10.607176,0.902709,0.000000,171.493637,3.766022,4467.985352,0.210970,1.834898,0.389945,92.843346,0.000000,0.000000,0.285936,0.000000,?,0.000000,0.000000,0.000000,0.000000,1.092268,0.415391,190.904587,42.503010,28.441355,12.651857,0.740539,0.827513,71.081314,1120.546387,46.692008,46.107981,30.364969,12.110493,11.380442
2000,8,215,2,16.000000,0.075374,0.178151,0.207833,0.225589,0.237934,0.243515,0.249432,0.276646,0.286390,0.308923,0.316831,0.320121,0.331503,0.340929,0.341460,0.342705,0.343749,0.345134,0.570336,2.090644,3.342729,4.392315,8.057005,10.024961,7.342401,5.201540,5.105527,4.545375,3.151684,3.073203,4.063662,2.329896,1.245816,0.047176,0.093766,0.167690,0.305996,0.387274,0.181327,0.126164,0.096944,0.124088,0.126635,0.074997,0.049567,0.060204,0.034898,0.020772,28.477991,23.770685,1.183229,0.511329,57.535130,151.600830,298.812103,32.149189,18.523642,1.246311,0.410749,70.006721,144.879318,0.800000,0.830790,8.771685,0.376872,1.781505,4.156666,9.023543,17.845080,24.351463,24.943187,27.664556,42.958536,61.784629,63.366190,64.024288,66.300692,51.139301,34.146014,25.702898,17.187462,8.628361,7.494757,0.000000,0.000000,12.319309,0.000000,-0.015839,0.493266,0.000000,179.949951,154.900528,152.077332,2.823193,24.519962,15.697154,0.000000,0.000000,66.021309,1.927517,4710.746582,0.000000,10.673153,0.936016,0.000000,171.103836,3.788578,4467.904785,0.070404,0.539834,0.381583,91.034149,0.000000,0.000000,0.172344,0.000000,?,0.000000,0.000000,0.000000,0.000000,1.366388,0.543433,191.106110,42.554405,28.479954,13.081692,0.743719,0.833894,70.965332,1120.499512,48.676175,45.149727,29.436497,11.884780,11.894080
2000,8,230,17,16.000000,0.311890,0.312814,0.313755,0.316707,0.304291,0.274862,0.275399,0.299453,0.299938,0.322265,0.329337,0.332805,0.343585,0.353378,0.354799,0.358254,0.359573,0.360000,0.070270,0.124646,0.265595,1.023707,4.450063,7.690350,7.451901,6.281172,5.867557,4.705338,2.941754,2.510272,3.103332,1.913178,1.141507,0.009105,0.030015,0.070275,0.213712,0.378065,0.233853,0.137838,0.100173,0.122587,0.126757,0.075725,0.048325,0.057026,0.032928,0.019185,13.624631,25.776844,0.935025,0.525217,73.939018,162.895782,310.545837,17.350582,20.580017,1.003944,0.418436,87.708984,153.158875,55.799999,5.120262,15.011966,1.559449,3.128138,6.275101,12.668276,22.821815,27.486243,27.539920,29.945296,44.990662,64.452963,65.867334,66.560923,68.716951,53.006669,35.479871,26.869086,17.978668,9.000000,10.154217,0.000000,1.388779,30.632956,0.000000,27.298923,12.187729,0.000000,235.749924,170.345581,162.231583,8.114049,52.308308,30.508410,1.388779,1.388779,51.125259,1.683070,4694.230957,0.038683,19.824274,1.802532,0.000000,169.844574,3.956872,4467.621094,0.749149,1.811002,0.348063,83.730606,0.000000,0.000000,0.869095,0.000000,?,0.000000,0.000000,0.000000,0.000000,2.990942,1.362336,191.784271,42.735184,28.617270,2.967572,0.449129,0.847602,70.598022,1120.339355,8.080873,19.499162,27.058543,13.041722,21.229416
2000,8,242,29,16.000000,0.329204,0.330090,0.330956,0.333432,0.318904,0.290811,0.288334,0.307419,0.302360,0.322079,0.328909,0.331937,0.342392,0.352238,0.354227,0.358100,0.359542,0.360000,0.010225,0.026294,0.069799,0.277562,1.385331,3.377796,4.304265,4.467834,4.773992,3.866370,2.292156,1.702535,1.875765,1.271766,0.758584,0.003721,0.019137,0.053810,0.169023,0.318841,0.224345,0.134875,0.096525,0.117159,0.114817,0.065707,0.040213,0.046725,0.027143,0.015905,5.147007,18.558538,0.788877,0.496229,77.902153,166.901245,309.849640,7.299139,15.260328,0.856315,0.395939,92.318863,154.928329,38.049999,6.464866,14.840704,1.646021,3.300897,6.619111,13.337290,23.917771,29.081066,28.833411,30.741918,45.353927,64.415778,65.781855,66.387312,68.478427,52.835704,35.422727,26.857468,17.977079,9.000000,7.848375,0.000000,18.214218,24.048212,0.000000,22.217051,20.769369,17.999956,273.799927,184.540909,170.079971,14.461026,77.174332,50.519718,19.603001,19.603001,31.977043,1.482110,4674.416992,0.514698,24.177900,2.865868,0.000000,169.188263,4.324158,4467.445801,0.677796,1.103847,0.308895,75.081696,0.000000,0.000000,1.370066,0.000000,?,0.000000,0.000000,0.000000,0.000000,5.067463,2.519228,192.246780,42.844887,28.700525,0.845657,0.351971,0.874331,70.398239,1120.239258,2.081094,5.792058,14.928048,10.526082,38.963829
2000,9,253,9,16.000000,0.329863,0.330735,0.331587,0.334020,0.319454,0.291624,0.289768,0.310708,0.306653,0.323298,0.329790,0.332845,0.342304,0.351619,0.353938,0.358024,0.359526,0.360000,0.004304,0.011116,0.031181,0.130833,0.605154,1.673581,2.671842,3.564551,4.883250,4.485574,2.676855,1.757932,1.636772,1.151057,0.702085,0.003902,0.013575,0.053520,0.152753,0.278326,0.206276,0.128205,0.091309,0.109601,0.103973,0.056354,0.031792,0.037398,0.021466,0.013294,2.456169,16.943645,0.708352,0.461265,78.070686,168.186859,309.973694,3.792090,14.269297,0.772455,0.368986,92.559074,156.216721,39.000000,8.282516,14.347459,1.649317,3.307353,6.631743,13.360792,23.959079,29.162405,28.976766,31.070820,45.997885,64.659637,65.957946,66.569078,68.460814,52.742917,35.393778,26.851812,17.976309,9.000000,6.133547,0.000000,22.323267,24.984062,0.000000,30.561594,25.246624,23.158512,312.799957,199.476959,176.213516,23.263502,108.220055,76.672836,41.926266,41.926266,27.304220,1.339600,4669.505371,0.618010,26.685064,4.197151,0.000000,168.652664,4.927127,4467.281738,0.481424,0.978119,0.275484,67.595436,0.000000,0.000000,3.957102,0.000000,?,0.000000,0.000000,0.000000,0.000000,7.777838,4.146897,192.686218,42.946243,28.774611,0.379152,0.316525,0.915057,70.198700,1120.142944,0.979228,2.525781,9.220635,10.616248,61.141335
2000,9,255,11,16.000000,0.321640,0.322653,0.323649,0.326488,0.312827,0.283235,0.278495,0.299921,0.298994,0.321957,0.329043,0.332425,0.343174,0.352974,0.354586,0.358195,0.359561,0.360000,0.006068,0.014892,0.039098,0.144695,0.597962,1.590729,2.493916,3.368118,4.799709,4.664277,2.829306,1.834082,1.655243,1.164064,0.711124,0.004897,0.013982,0.056607,0.156262,0.272101,0.195727,0.123286,0.088528,0.106786,0.101604,0.054437,0.030041,0.035454,0.020285,0.012749,2.393444,16.740673,0.699576,0.447423,76.152817,163.918594,310.271362,3.640402,14.079062,0.761219,0.358561,90.077591,153.157455,2.000000,1.778699,2.983134,1.608200,3.226525,6.472972,13.059528,23.462053,28.323538,27.849542,29.992104,44.849149,64.391425,65.808521,66.485023,68.634721,52.946098,35.458613,26.864591,17.978052,9.000000,1.099496,0.000000,4.508237,5.014493,0.000000,5.186380,5.966222,2.763369,314.799957,202.286514,177.313019,24.973562,110.734581,82.216507,46.434502,46.434502,27.199154,1.310997,4669.398926,0.116776,26.827736,4.510340,0.000000,168.571091,5.066171,4467.251953,0.081868,0.178517,0.267275,65.739990,0.000000,0.000000,0.881758,0.000000,?,0.000000,0.000000,0.000000,0.000000,8.306711,4.490581,192.770752,42.965309,28.788376,0.404074,0.322448,0.924050,70.166870,1120.124756,1.107963,2.548636,8.954963,10.701896,66.106041
2000,9,270,26,16.000000,0.243917,0.243945,0.243647,0.240789,0.235805,0.236837,0.241268,0.265866,0.273913,0.295299,0.304762,0.308944,0.322196,0.338543,0.342458,0.346653,0.348874,0.351385,0.084506,0.197478,0.405069,0.624242,0.916182,1.625643,2.300531,3.040300,4.563505,4.531591,2.791088,1.787327,1.591702,1.118595,0.700726,0.034996,0.092421,0.155892,0.255906,0.417471,0.132557,0.093320,0.066824,0.081221,0.076618,0.031922,0.007686,0.018892,0.005755,0.007216,3.853120,15.831470,1.089243,0.333944,59.532570,145.960312,293.958740,5.003386,13.285662,1.135903,0.271323,71.595963,138.796829,2.200000,39.485619,50.305904,1.219586,2.439453,4.872938,9.631553,17.685355,23.683687,24.126782,26.586613,41.087015,59.059807,60.952451,61.788707,64.439273,50.781443,34.245766,25.999005,17.443695,8.784633,10.768997,0.000000,3.562764,53.526379,0.000000,2.320145,6.760952,6.075430,316.999969,252.506454,188.082016,64.424507,112.108406,86.595329,49.997269,49.997269,27.494139,1.510150,4668.570312,0.090207,26.866507,4.779805,0.000000,166.984528,5.927650,4466.653809,0.211694,3.071214,0.216879,54.191811,0.000000,0.000000,5.256598,0.000000,?,0.000000,0.000000,0.000000,0.000000,12.519236,5.590138,194.441650,43.309174,29.009762,1.616689,0.678372,0.927070,69.187851,1119.733521,6.481222,5.180455,9.535175,11.106928,60.480721
2000,9,271,27,16.000000,0.248226,0.248347,0.248276,0.246932,0.236995,0.235147,0.239670,0.264266,0.272333,0.293732,0.303339,0.307646,0.320898,0.337338,0.341590,0.345891,0.348039,0.350374,0.080432,0.189121,0.414716,0.696640,0.968694,1.636002,2.298893,3.029267,4.546955,4.518648,2.783857,1.781767,1.587335,1.114445,0.699886,0.030674,0.089898,0.159529,0.261526,0.425797,0.131165,0.092427,0.065988,0.080017,0.075391,0.030739,0.006378,0.017829,0.004809,0.006883,3.985605,15.785692,1.098589,0.329192,59.856762,145.092239,292.905487,5.135051,13.244317,1.144802,0.267610,71.840279,138.006561,1.400000,0.819713,1.252463,1.241128,2.483466,4.965521,9.877274,17.774640,23.514735,23.967030,26.426593,40.849986,58.746469,60.667774,61.529164,64.179505,50.600762,34.159022,25.941828,17.401958,8.759357,0.681693,0.000000,0.000000,3.572639,0.000000,-0.001989,0.037655,0.000000,318.399963,255.647995,188.763702,66.884354,112.106560,86.630539,49.997269,49.997269,27.560535,1.509632,4668.540527,0.000000,26.863861,4.783524,0.000000,166.878998,5.982975,4466.607910,0.003134,0.225342,0.212776,53.239128,0.000000,0.000000,0.209119,0.000000,?,0.000000,0.000000,0.000000,0.000000,12.672054,5.649336,194.569061,43.334969,29.025942,1.703807,0.683559,0.926716,69.114639,1119.703369,7.052959,5.449868,9.591900,11.130860,59.829357
