Summary_file = swat.sum
Title = soilwat2 reference dataset
           date             eo            eos         runoff       sw_dep()      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)      sw_dep(5)
     21/09/1978          3.705          3.705          0.000        208.204         40.646         41.274         41.785         42.149         42.349
     22/09/1978          3.626          3.626          1.454        214.865         44.147         43.032         42.579         42.453         42.653
     23/09/1978          3.598          3.598          0.000        213.248         42.655         42.643         42.557         42.596         42.796
     24/09/1978          3.698          3.698          0.000        212.081         41.974         42.269         42.431         42.603         42.803
     25/09/1978          3.759          3.759          0.000        210.983         41.504         41.957         42.270         42.526         42.726
     26/09/1978          3.844          3.844          0.000        209.948         41.155         41.696         42.097         42.400         42.600
     27/09/1978          3.872          3.872          0.000        208.973         40.891         41.471         41.918         42.247         42.447
     28/09/1978          4.165          4.165          0.000        208.053         40.667         41.276         41.743         42.083         42.283
     29/09/1978          3.827          3.827          0.000        207.182         40.495         41.092         41.568         41.914         42.114
     30/09/1978          3.760          3.760          0.000        206.359         40.341         40.927         41.401         41.745         41.945
     01/10/1978          3.727          3.727          0.000        205.578         40.202         40.775         41.240         41.581         41.781
     02/10/1978          3.918          3.918          0.000        204.837         40.076         40.632         41.086         41.422         41.622
     03/10/1978          4.180          4.180          0.000        204.133         39.959         40.497         40.940         41.269         41.469
     04/10/1978          4.386          4.386          0.000        203.463         39.848         40.369         40.800         41.123         41.323
     05/10/1978          4.169          4.169          0.000        202.826         39.744         40.249         40.667         40.983         41.183
     06/10/1978          3.932          3.932          0.000        202.218         39.644         40.134         40.540         40.850         41.050
     07/10/1978          3.959          3.959          0.000        201.638         39.549         40.024         40.419         40.723         40.923
     08/10/1978          3.844          3.844          0.000        201.084         39.458         39.919         40.304         40.602         40.802
     09/10/1978          3.934          3.934          0.000        200.555         39.368         39.820         40.195         40.486         40.686
     10/10/1978          4.006          4.006          0.000        200.050         39.278         39.727         40.091         40.377         40.577
     11/10/1978          4.207          4.207          0.000        199.566         39.191         39.636         39.992         40.273         40.473
     12/10/1978          4.400          4.400          0.000        199.103         39.107         39.550         39.898         40.174         40.374
     13/10/1978          4.649          4.649          0.000        198.659         39.026         39.462         39.809         40.081         40.281
     14/10/1978          4.800          4.800          0.000        198.233         38.946         39.378         39.725         39.993         40.193
     15/10/1978          4.293          4.293          2.855        207.567         43.590         41.805         40.900         40.536         40.736
     16/10/1978          4.647          4.647          0.029        208.810         43.121         42.090         41.339         41.030         41.230
     17/10/1978          4.369          4.369          0.128        211.179         43.603         42.543         41.809         41.512         41.712
     18/10/1978          4.275          4.275          0.000        209.953         42.301         42.102         41.827         41.761         41.961
     19/10/1978          4.172          4.172          0.000        208.816         41.525         41.689         41.730         41.836         42.036
     20/10/1978          4.256          4.256          0.000        207.756         40.997         41.360         41.592         41.804         42.004
     21/10/1978          4.323          4.323          0.000        206.765         40.620         41.092         41.436         41.709         41.909
     22/10/1978          4.208          4.208          0.000        205.836         40.338         40.867         41.272         41.579         41.779
     23/10/1978          4.543          4.543          0.000        204.964         40.119         40.673         41.108         41.432         41.632
     24/10/1978          4.543          4.543          0.000        204.144         39.941         40.500         40.947         41.278         41.478
     25/10/1978          4.505          4.505          0.000        203.371         39.790         40.344         40.792         41.123         41.323
     26/10/1978          4.621          4.621          0.000        202.643         39.658         40.201         40.643         40.971         41.171
     27/10/1978          4.553          4.553          0.000        201.955         39.539         40.068         40.501         40.824         41.024
     28/10/1978          4.779          4.779          0.000        201.304         39.430         39.943         40.365         40.683         40.883
     29/10/1978          4.868          4.868          0.000        200.687         39.326         39.827         40.237         40.548         40.748
     30/10/1978          4.888          4.888          0.000        200.103         39.225         39.719         40.117         40.421         40.621
     31/10/1978          5.038          5.038          0.000        199.547         39.127         39.616         40.003         40.300         40.500
     01/11/1978          4.640          4.640          1.336        206.018         42.489         41.286         40.783         40.630         40.830
     02/11/1978          4.800          4.800          0.000        205.163         41.313         41.091         40.873         40.843         41.043
     03/11/1978          4.840          4.840          0.000        204.335         40.664         40.798         40.825         40.924         41.124
     04/11/1978          4.457          4.457          0.290        207.466         42.176         41.533         41.227         41.165         41.365
     05/11/1978          4.627          4.627          1.270        212.919         44.309         42.929         42.066         41.708         41.908
     06/11/1978          5.143          5.143          0.000        210.584         42.288         42.225         41.989         41.941         42.141
     07/11/1978          5.195          5.195          0.000        208.906         41.313         41.662         41.805         41.963         42.163
     08/11/1978          5.523          5.523          0.000        207.501         40.714         41.250         41.598         41.870         42.070
     09/11/1978          5.697          5.697          0.000        206.266         40.312         40.935         41.386         41.716         41.916
     10/11/1978          5.463          5.463          2.746        212.846         43.694         42.673         42.192         42.044         42.244
     11/11/1978          5.135          5.135          5.165        222.250         46.560         45.482         43.881         43.064         43.264
     12/11/1978          4.876          4.876          0.005        222.857         45.978         45.120         44.152         43.704         43.904
     13/11/1978          4.938          4.938          0.000        218.916         43.409         43.830         43.794         43.842         44.042
     14/11/1978          5.000          5.000          0.000        216.823         42.487         43.139         43.488         43.754         43.954
     15/11/1978          5.051          5.051          0.000        215.119         41.910         42.677         43.200         43.566         43.766
     16/11/1978          4.988          4.988          0.000        213.634         41.516         42.327         42.925         43.333         43.533
     17/11/1978          5.113          5.113          0.000        212.302         41.226         42.041         42.663         43.086         43.286
     18/11/1978          5.228          5.228          0.000        211.087         40.999         41.795         42.416         42.838         43.038
     19/11/1978          5.102          5.102          0.932        215.219         43.362         42.920         42.861         42.938         43.138
     20/11/1978          5.048          5.048          0.000        213.542         42.213         42.540         42.736         42.926         43.126
     21/11/1978          5.238          5.238          0.000        212.090         41.585         42.148         42.526         42.815         43.015
     22/11/1978          5.439          5.439          0.000        210.790         41.167         41.824         42.303         42.648         42.848
     23/11/1978          5.672          5.672          0.000        209.605         40.863         41.555         42.082         42.453         42.653
     24/11/1978          5.567          5.567          0.000        208.515         40.628         41.325         41.867         42.248         42.448
     25/11/1978          5.450          5.450          0.000        207.504         40.436         41.121         41.662         42.043         42.243
     26/11/1978          5.642          5.642          0.000        206.563         40.273         40.937         41.468         41.843         42.043
     27/11/1978          5.770          5.770          0.000        205.682         40.128         40.768         41.284         41.651         41.851
     28/11/1978          5.514          5.514          0.000        204.855         39.997         40.611         41.110         41.468         41.668
     29/11/1978          5.481          5.481          0.000        204.077         39.876         40.465         40.946         41.295         41.495
     30/11/1978          5.880          5.880          0.000        204.300         40.216         40.577         40.918         41.195         41.395
     01/12/1978          5.417          5.417          0.000        203.561         39.973         40.427         40.795         41.083         41.283
     02/12/1978          5.610          5.610          0.000        202.858         39.797         40.275         40.663         40.961         41.161
     03/12/1978          5.935          5.935          2.062        209.114         43.002         41.912         41.430         41.285         41.485
     04/12/1978          5.373          5.373          0.000        208.464         41.981         41.754         41.531         41.499         41.699
     05/12/1978          5.146          5.146          0.000        207.393         41.227         41.391         41.448         41.564         41.764
     06/12/1978          5.306          5.306          0.000        206.390         40.729         41.084         41.318         41.530         41.730
     07/12/1978          5.665          5.665          0.000        205.451         40.373         40.832         41.169         41.438         41.638
     08/12/1978          5.741          5.741          0.000        204.569         40.108         40.619         41.013         41.314         41.514
     09/12/1978          5.523          5.523          0.000        203.741         39.888         40.440         40.861         41.176         41.376
     10/12/1978          5.632          5.632          0.000        202.962         39.728         40.271         40.705         41.029         41.229
     11/12/1978          5.959          5.959          0.000        202.228         39.586         40.123         40.557         40.881         41.081
     12/12/1978          6.068          6.068          0.000        201.536         39.448         39.992         40.419         40.739         40.938
     13/12/1978          5.915          5.915          0.000        200.882         39.337         39.863         40.283         40.599         40.799
     14/12/1978          5.730          5.730          0.000        200.264         39.234         39.745         40.155         40.465         40.665
     15/12/1978          5.904          5.904          0.000        199.678         39.132         39.636         40.034         40.338         40.538
     16/12/1978          5.817          5.817          0.000        199.122         39.035         39.533         39.920         40.217         40.417
     17/12/1978          5.839          5.839          7.115        210.124         44.384         42.446         41.347         40.873         41.073
     18/12/1978          5.806          5.806          0.000        208.659         42.497         41.984         41.459         41.259         41.459
     19/12/1978          5.675          5.675          0.000        207.382         41.471         41.492         41.389         41.415         41.615
     20/12/1978          5.969          5.969          0.000        206.231         40.813         41.105         41.259         41.427         41.627
     21/12/1978          5.588          5.588          0.000        205.177         40.362         40.801         41.105         41.355         41.555
     22/12/1978          5.959          5.959          0.000        204.205         40.039         40.554         40.940         41.236         41.436
     23/12/1978          5.501          5.501         32.503        221.140         46.450         45.713         43.662         42.558         42.758
     24/12/1978          5.741          5.741          0.000        217.635         44.064         43.966         43.327         43.039         43.239
     25/12/1978          5.882          5.882          0.000        215.649         42.882         43.135         43.104         43.163         43.363
     26/12/1978          5.937          5.937          9.024        226.587         46.319         46.579         45.055         44.218         44.418
     27/12/1978          5.664          5.664          0.000        223.933         44.889         45.059         44.689         44.548         44.748
     28/12/1978          5.827          5.827          0.000        221.532         43.643         44.195         44.382         44.556         44.756
     29/12/1978          5.762          5.762         17.268        235.140         46.371         47.686         47.896         46.494         46.694
     30/12/1978          5.350          5.350          0.000        231.317         44.967         46.416         46.523         46.605         46.805
     31/12/1978          5.393          5.393          0.000        228.946         44.437         45.465         46.030         46.407         46.607
