"Change in Total Rainfall (mm) , in AUSTRALIA for the year 2030, Sep"
"Model: GFDL CM2.1. Emission Scenario: SRES marker scenario A1FI, Climate Sensitivity: high"
"Created on 2/14/2008 4:13:09 PM using OzClim OzClimWebService Date: 2007-10-19 14:21:20 +1000 (Fri, 19 Oct 2007) Revision: 865 "
"www.csiro.au/ozclim"
"latitude","longitude","value"
     -28.5,    142.25,-7.7
     -28.5,     142.5,-7.2
     -28.5,    142.75,-7.0
     -28.5,       143,-6.7
     -28.5,    143.25,-6.5
     -28.5,     143.5,-6.8
     -28.5,    143.75,-7.2
     -28.5,       144,-7.8
     -28.5,    144.25,-7.4
     -28.5,     144.5,-6.8
     -28.5,    144.75,-6.1
     -28.5,       145,-5.8
     -28.5,    145.25,-6.1
     -28.5,     145.5,-6.2
     -28.5,    145.75,-6.5
     -28.5,       146,-6.6
     -28.5,    146.25,-6.6
     -28.5,     146.5,-6.4
     -28.5,    146.75,-6.5
     -28.5,       147,-6.5
     -28.5,    147.25,-6.7
     -28.5,     147.5,-7.0
     -28.5,    147.75,-7.2
     -28.5,       148,-7.1
     -28.5,    148.25,-6.8
     -28.5,     148.5,-6.6
     -28.5,    148.75,-6.8
     -28.5,       149,-7.5
     -28.5,    149.25,-8.1
     -28.5,     149.5,-8.6
     -28.5,    149.75,-8.9
     -28.5,       150,-8.9
     -28.5,    150.25,-9.2
     -28.5,     150.5,-9.0
     -28.5,    150.75,-9.2
     -28.5,       151,-9.3
     -28.5,    151.25,-8.9
     -28.5,     151.5,-9.1
     -28.5,    151.75,-10.0
     -28.5,       152,-8.8
     -28.5,    152.25,-7.2
     -28.5,     152.5,-5.4
     -28.5,    152.75,-4.7
     -28.5,       153,-4.7
     -28.5,    153.25,-5.6
     -28.5,     153.5,-6.8
     -28.5,    153.75,-7.1
     -28.5,       154,-9999.0
    -28.75,       112,-9999.0
    -28.75,    112.25,-9999.0
    -28.75,     112.5,-9999.0
    -28.75,    112.75,-9999.0
    -28.75,       113,-9999.0
    -28.75,    113.25,-9999.0
    -28.75,     113.5,-9999.0
    -28.75,    113.75,-9999.0
    -28.75,       114,-9999.0
    -28.75,    114.25,-9999.0
    -28.75,     114.5,-9999.0
    -28.75,    114.75,-12.7
    -28.75,       115,-13.7
    -28.75,    115.25,-14.4
    -28.75,     115.5,-13.5
    -28.75,    115.75,-13.2
    -28.75,       116,-10.8
    -28.75,    116.25,-11.9
    -28.75,     116.5,-10.1
    -28.75,    116.75,-12.3
    -28.75,       117,-11.7
    -28.75,    117.25,-10.0
    -28.75,     117.5,-11.3
    -28.75,    117.75,-10.4
    -28.75,       118,-10.0
    -28.75,    118.25,-10.7
    -28.75,     118.5,-11.1
    -28.75,    118.75,-12.9
    -28.75,       119,-12.9
    -28.75,    119.25,-11.4
    -28.75,     119.5,-11.6
    -28.75,    119.75,-11.5
    -28.75,       120,-13.4
    -28.75,    120.25,-12.1
    -28.75,     120.5,-12.1
    -28.75,    120.75,-11.3
    -28.75,       121,-11.7
    -28.75,    121.25,-12.6
    -28.75,     121.5,-11.7
    -28.75,    121.75,-9.8
    -28.75,       122,-9.5
    -28.75,    122.25,-10.0
    -28.75,     122.5,-8.4
    -28.75,    122.75,-9.2
    -28.75,       123,-7.7
    -28.75,    123.25,-7.6
    -28.75,     123.5,-7.2
    -28.75,    123.75,-6.6
    -28.75,       124,-6.5
    -28.75,    124.25,-6.3
    -28.75,     124.5,-5.7
    -28.75,    124.75,-5.0
    -28.75,       125,-4.5
    -28.75,    125.25,-4.6
    -28.75,     125.5,-3.7
    -28.75,    125.75,-3.6
    -28.75,       126,-3.4
    -28.75,    126.25,-3.8
    -28.75,     126.5,-4.3
    -28.75,    126.75,-4.6
    -28.75,       127,-5.1
    -28.75,    127.25,-5.5
    -28.75,     127.5,-5.8
    -28.75,    127.75,-6.1
    -28.75,       128,-7.0
    -28.75,    128.25,-7.2
    -28.75,     128.5,-7.6
    -28.75,    128.75,-7.5
    -28.75,       129,-8.6
    -28.75,    129.25,-10.0
    -28.75,     129.5,-9.9
    -28.75,    129.75,-10.3
    -28.75,       130,-10.7
    -28.75,    130.25,-10.4
    -28.75,     130.5,-10.8
    -28.75,    130.75,-11.2
    -28.75,       131,-11.6
    -28.75,    131.25,-13.4
    -28.75,     131.5,-13.5
    -28.75,    131.75,-13.4
    -28.75,       132,-12.2
    -28.75,    132.25,-12.7
    -28.75,     132.5,-12.7
    -28.75,    132.75,-12.1
    -28.75,       133,-11.3
    -28.75,    133.25,-10.3
    -28.75,     133.5,-10.2
    -28.75,    133.75,-9.8
    -28.75,       134,-9.3
    -28.75,    134.25,-8.6
    -28.75,     134.5,-8.0
    -28.75,    134.75,-8.5
    -28.75,       135,-8.2
    -28.75,    135.25,-6.9
    -28.75,     135.5,-6.7
    -28.75,    135.75,-6.8
    -28.75,       136,-6.7
    -28.75,    136.25,-6.3
    -28.75,     136.5,-6.4
    -28.75,    136.75,-6.1
    -28.75,       137,-5.9
    -28.75,    137.25,-5.7
    -28.75,     137.5,-5.7
    -28.75,    137.75,-6.3
    -28.75,       138,-6.8
    -28.75,    138.25,-6.5
    -28.75,     138.5,-6.4
    -28.75,    138.75,-5.8
    -28.75,       139,-5.8
    -28.75,    139.25,-5.0
    -28.75,     139.5,-4.9
    -28.75,    139.75,-5.2
    -28.75,       140,-5.6
    -28.75,    140.25,-6.1
    -28.75,     140.5,-6.2
    -28.75,    140.75,-7.2
    -28.75,       141,-7.2
    -28.75,    141.25,-6.4
    -28.75,     141.5,-7.1
    -28.75,    141.75,-7.6
    -28.75,       142,-7.9
    -28.75,    142.25,-8.6
    -28.75,     142.5,-7.5
    -28.75,    142.75,-7.2
    -28.75,       143,-7.1
    -28.75,    143.25,-6.6
    -28.75,     143.5,-6.6
    -28.75,    143.75,-6.9
    -28.75,       144,-7.6
    -28.75,    144.25,-7.6
    -28.75,     144.5,-6.5
    -28.75,    144.75,-5.4
    -28.75,       145,-4.7
    -28.75,    145.25,-5.7
    -28.75,     145.5,-6.6
    -28.75,    145.75,-7.0
    -28.75,       146,-7.1
    -28.75,    146.25,-7.1
    -28.75,     146.5,-7.0
    -28.75,    146.75,-6.8
    -28.75,       147,-7.0
    -28.75,    147.25,-7.3
    -28.75,     147.5,-7.4
    -28.75,    147.75,-7.2
    -28.75,       148,-7.0
    -28.75,    148.25,-7.0
    -28.75,     148.5,-7.2
    -28.75,    148.75,-7.5
    -28.75,       149,-7.7
    -28.75,    149.25,-8.0
    -28.75,     149.5,-8.6
    -28.75,    149.75,-9.0
    -28.75,       150,-8.9
    -28.75,    150.25,-9.0
    -28.75,     150.5,-9.6
    -28.75,    150.75,-10.4
    -28.75,       151,-10.0
    -28.75,    151.25,-10.3
    -28.75,     151.5,-11.5
    -28.75,    151.75,-10.9
    -28.75,       152,-8.8
    -28.75,    152.25,-6.7
    -28.75,     152.5,-5.7
    -28.75,    152.75,-4.8
    -28.75,       153,-4.8
    -28.75,    153.25,-6.2
    -28.75,     153.5,-7.2
    -28.75,    153.75,-7.2
    -28.75,       154,-9999.0
       -29,       112,-9999.0
       -29,    112.25,-9999.0
       -29,     112.5,-9999.0
       -29,    112.75,-9999.0
       -29,       113,-9999.0
       -29,    113.25,-9999.0
       -29,     113.5,-9999.0
       -29,    113.75,-9999.0
       -29,       114,-9999.0
       -29,    114.25,-9999.0
       -29,     114.5,-9999.0
       -29,    114.75,-9999.0
       -29,       115,-13.5
       -29,    115.25,-15.0
       -29,     115.5,-14.5
       -29,    115.75,-12.2
       -29,       116,-11.1
       -29,    116.25,-10.5
       -29,     116.5,-10.2
       -29,    116.75,-10.4
       -29,       117,-10.9
       -29,    117.25,-11.0
       -29,     117.5,-10.6
       -29,    117.75,-10.3
       -29,       118,-10.4
       -29,    118.25,-10.5
       -29,     118.5,-12.1
       -29,    118.75,-13.5
       -29,       119,-13.7
       -29,    119.25,-12.6
       -29,     119.5,-12.3
       -29,    119.75,-12.2
       -29,       120,-13.1
       -29,    120.25,-11.7
       -29,     120.5,-12.1
       -29,    120.75,-10.8
       -29,       121,-10.8
       -29,    121.25,-10.6
       -29,     121.5,-11.6
       -29,    121.75,-11.6
       -29,       122,-9.7
       -29,    122.25,-9.1
       -29,     122.5,-9.6
       -29,    122.75,-10.0
       -29,       123,-8.4
       -29,    123.25,-7.9
       -29,     123.5,-7.3
       -29,    123.75,-7.1
       -29,       124,-7.0
       -29,    124.25,-7.6
       -29,     124.5,-6.1
       -29,    124.75,-5.9
       -29,       125,-4.2
       -29,    125.25,-3.6
       -29,     125.5,-3.7
       -29,    125.75,-3.9
       -29,       126,-4.1
       -29,    126.25,-3.8
       -29,     126.5,-4.7
       -29,    126.75,-5.1
       -29,       127,-5.3
       -29,    127.25,-5.9
       -29,     127.5,-6.2
       -29,    127.75,-6.7
       -29,       128,-7.2
       -29,    128.25,-7.4
       -29,     128.5,-7.7
       -29,    128.75,-7.9
       -29,       129,-8.2
       -29,    129.25,-8.8
       -29,     129.5,-9.3
       -29,    129.75,-9.2
       -29,       130,-9.4
       -29,    130.25,-10.3
       -29,     130.5,-11.6
       -29,    130.75,-11.8
       -29,       131,-11.4
       -29,    131.25,-12.0
       -29,     131.5,-11.8
       -29,    131.75,-12.0
       -29,       132,-12.5
       -29,    132.25,-12.6
       -29,     132.5,-13.1
       -29,    132.75,-11.8
       -29,       133,-11.1
       -29,    133.25,-12.1
       -29,     133.5,-10.9
       -29,    133.75,-10.0
       -29,       134,-9.7
       -29,    134.25,-9.1
       -29,     134.5,-8.7
       -29,    134.75,-8.6
       -29,       135,-9.1
       -29,    135.25,-8.3
       -29,     135.5,-8.3
       -29,    135.75,-7.9
       -29,       136,-6.9
       -29,    136.25,-6.7
       -29,     136.5,-6.5
       -29,    136.75,-6.0
       -29,       137,-5.5
       -29,    137.25,-5.6
       -29,     137.5,-5.8
       -29,    137.75,-6.3
       -29,       138,-6.2
       -29,    138.25,-6.4
       -29,     138.5,-6.5
       -29,    138.75,-6.3
       -29,       139,-6.4
       -29,    139.25,-5.6
       -29,     139.5,-5.3
       -29,    139.75,-5.2
       -29,       140,-5.6
       -29,    140.25,-5.8
       -29,     140.5,-6.4
       -29,    140.75,-6.9
       -29,       141,-6.7
       -29,    141.25,-6.7
       -29,     141.5,-7.0
       -29,    141.75,-7.4
       -29,       142,-8.1
       -29,    142.25,-7.5
       -29,     142.5,-8.2
       -29,    142.75,-7.3
       -29,       143,-7.3
       -29,    143.25,-7.1
       -29,     143.5,-6.8
       -29,    143.75,-7.1
       -29,       144,-7.2
       -29,    144.25,-7.2
       -29,     144.5,-6.6
       -29,    144.75,-5.7
       -29,       145,-5.5
       -29,    145.25,-6.7
       -29,     145.5,-7.3
       -29,    145.75,-7.7
       -29,       146,-7.7
       -29,    146.25,-7.5
       -29,     146.5,-7.3
       -29,    146.75,-7.3
       -29,       147,-7.6
       -29,    147.25,-7.8
       -29,     147.5,-7.8
       -29,    147.75,-7.5
       -29,       148,-7.2
       -29,    148.25,-7.4
       -29,     148.5,-7.9
       -29,    148.75,-8.0
       -29,       149,-8.0
       -29,    149.25,-8.1
       -29,     149.5,-8.5
       -29,    149.75,-9.2
       -29,       150,-8.9
       -29,    150.25,-9.0
       -29,     150.5,-10.5
       -29,    150.75,-10.5
       -29,       151,-10.6
       -29,    151.25,-10.4
       -29,     151.5,-11.5
       -29,    151.75,-10.8
       -29,       152,-10.1
       -29,    152.25,-7.6
       -29,     152.5,-6.6
       -29,    152.75,-5.3
       -29,       153,-5.2
       -29,    153.25,-6.3
       -29,     153.5,-7.1
       -29,    153.75,-9999.0
       -29,       154,-9999.0
    -29.25,       112,-9999.0
    -29.25,    112.25,-9999.0
    -29.25,     112.5,-9999.0
    -29.25,    112.75,-9999.0
    -29.25,       113,-9999.0
    -29.25,    113.25,-9999.0
    -29.25,     113.5,-9999.0
    -29.25,    113.75,-9999.0
    -29.25,       114,-9999.0
    -29.25,    114.25,-9999.0
    -29.25,     114.5,-9999.0
    -29.25,    114.75,-9999.0
    -29.25,       115,-14.4
    -29.25,    115.25,-14.6
    -29.25,     115.5,-15.2
    -29.25,    115.75,-12.4
    -29.25,       116,-10.9
    -29.25,    116.25,-10.3
    -29.25,     116.5,-10.2
    -29.25,    116.75,-9.9
    -29.25,       117,-11.6
    -29.25,    117.25,-11.4
    -29.25,     117.5,-11.1
    -29.25,    117.75,-11.3
    -29.25,       118,-11.1
    -29.25,    118.25,-10.9
    -29.25,     118.5,-12.6
    -29.25,    118.75,-13.3
    -29.25,       119,-14.4
    -29.25,    119.25,-14.5
    -29.25,     119.5,-14.7
    -29.25,    119.75,-12.8
    -29.25,       120,-13.0
    -29.25,    120.25,-11.9
    -29.25,     120.5,-14.4
    -29.25,    120.75,-11.4
    -29.25,       121,-12.2
    -29.25,    121.25,-13.0
    -29.25,     121.5,-10.6
    -29.25,    121.75,-10.7
    -29.25,       122,-10.9
    -29.25,    122.25,-9.8
    -29.25,     122.5,-9.9
    -29.25,    122.75,-10.4
    -29.25,       123,-10.7
    -29.25,    123.25,-9.9
    -29.25,     123.5,-8.1
    -29.25,    123.75,-7.2
    -29.25,       124,-7.3
    -29.25,    124.25,-6.1
    -29.25,     124.5,-5.5
    -29.25,    124.75,-5.4
    -29.25,       125,-4.2
    -29.25,    125.25,-3.9
    -29.25,     125.5,-4.1
    -29.25,    125.75,-4.4
    -29.25,       126,-4.5
    -29.25,    126.25,-4.7
    -29.25,     126.5,-4.9
    -29.25,    126.75,-5.4
    -29.25,       127,-5.9
    -29.25,    127.25,-6.3
    -29.25,     127.5,-6.8
    -29.25,    127.75,-7.1
    -29.25,       128,-7.3
    -29.25,    128.25,-7.7
    -29.25,     128.5,-8.0
    -29.25,    128.75,-8.2
    -29.25,       129,-8.5
    -29.25,    129.25,-8.9
    -29.25,     129.5,-9.3
    -29.25,    129.75,-9.2
    -29.25,       130,-9.4
    -29.25,    130.25,-9.5
    -29.25,     130.5,-9.6
    -29.25,    130.75,-10.9
    -29.25,       131,-12.6
    -29.25,    131.25,-11.8
    -29.25,     131.5,-11.9
    -29.25,    131.75,-12.0
    -29.25,       132,-12.5
    -29.25,    132.25,-14.0
    -29.25,     132.5,-12.5
    -29.25,    132.75,-12.3
    -29.25,       133,-12.4
    -29.25,    133.25,-12.3
    -29.25,     133.5,-11.7
    -29.25,    133.75,-11.1
    -29.25,       134,-10.2
    -29.25,    134.25,-10.0
    -29.25,     134.5,-9.8
    -29.25,    134.75,-9.5
    -29.25,       135,-9.4
    -29.25,    135.25,-10.2
    -29.25,     135.5,-10.1
    -29.25,    135.75,-9.4
    -29.25,       136,-7.7
    -29.25,    136.25,-7.1
    -29.25,     136.5,-7.6
    -29.25,    136.75,-7.8
    -29.25,       137,-6.3
    -29.25,    137.25,-6.3
    -29.25,     137.5,-6.5
    -29.25,    137.75,-6.4
    -29.25,       138,-6.9
    -29.25,    138.25,-6.0
    -29.25,     138.5,-6.1
    -29.25,    138.75,-5.9
    -29.25,       139,-6.3
    -29.25,    139.25,-6.7
    -29.25,     139.5,-6.0
    -29.25,    139.75,-5.6
    -29.25,       140,-5.2
    -29.25,    140.25,-5.6
    -29.25,     140.5,-6.3
    -29.25,    140.75,-6.6
    -29.25,       141,-6.4
    -29.25,    141.25,-6.7
    -29.25,     141.5,-7.4
    -29.25,    141.75,-6.2
    -29.25,       142,-6.1
    -29.25,    142.25,-6.4
    -29.25,     142.5,-6.9
    -29.25,    142.75,-7.1
    -29.25,       143,-7.6
    -29.25,    143.25,-7.8
    -29.25,     143.5,-7.1
    -29.25,    143.75,-7.0
    -29.25,       144,-6.5
    -29.25,    144.25,-6.4
    -29.25,     144.5,-6.2
    -29.25,    144.75,-6.1
    -29.25,       145,-6.2
    -29.25,    145.25,-7.2
    -29.25,     145.5,-8.3
    -29.25,    145.75,-8.2
    -29.25,       146,-8.3
    -29.25,    146.25,-8.1
    -29.25,     146.5,-7.6
    -29.25,    146.75,-8.0
    -29.25,       147,-8.2
    -29.25,    147.25,-8.2
    -29.25,     147.5,-8.0
    -29.25,    147.75,-7.9
    -29.25,       148,-7.8
    -29.25,    148.25,-7.8
    -29.25,     148.5,-7.9
    -29.25,    148.75,-8.2
    -29.25,       149,-8.3
    -29.25,    149.25,-8.4
    -29.25,     149.5,-8.7
    -29.25,    149.75,-9.4
    -29.25,       150,-10.0
    -29.25,    150.25,-11.5
    -29.25,     150.5,-10.3
    -29.25,    150.75,-10.6
    -29.25,       151,-11.6
    -29.25,    151.25,-10.7
    -29.25,     151.5,-13.3
    -29.25,    151.75,-11.6
    -29.25,       152,-8.5
    -29.25,    152.25,-6.7
    -29.25,     152.5,-6.2
    -29.25,    152.75,-5.4
    -29.25,       153,-5.5
    -29.25,    153.25,-6.6
    -29.25,     153.5,-9999.0
    -29.25,    153.75,-9999.0
    -29.25,       154,-9999.0
     -29.5,       112,-9999.0
     -29.5,    112.25,-9999.0
     -29.5,     112.5,-9999.0
     -29.5,    112.75,-9999.0
     -29.5,       113,-9999.0
     -29.5,    113.25,-9999.0
     -29.5,     113.5,-9999.0
     -29.5,    113.75,-9999.0
     -29.5,       114,-9999.0
     -29.5,    114.25,-9999.0
     -29.5,     114.5,-9999.0
     -29.5,    114.75,-9999.0
     -29.5,       115,-15.0
     -29.5,    115.25,-15.4
     -29.5,     115.5,-16.3
     -29.5,    115.75,-13.4
     -29.5,       116,-11.9
     -29.5,    116.25,-10.2
     -29.5,     116.5,-10.2
     -29.5,    116.75,-10.3
     -29.5,       117,-10.0
     -29.5,    117.25,-11.9
     -29.5,     117.5,-11.4
     -29.5,    117.75,-12.5
     -29.5,       118,-12.6
     -29.5,    118.25,-12.5
     -29.5,     118.5,-13.4
     -29.5,    118.75,-12.9
     -29.5,       119,-13.5
     -29.5,    119.25,-14.1
     -29.5,     119.5,-15.3
     -29.5,    119.75,-14.2
     -29.5,       120,-16.0
     -29.5,    120.25,-14.0
     -29.5,     120.5,-13.6
     -29.5,    120.75,-13.5
     -29.5,       121,-13.1
     -29.5,    121.25,-11.0
     -29.5,     121.5,-11.9
     -29.5,    121.75,-12.7
     -29.5,       122,-10.1
     -29.5,    122.25,-9.8
     -29.5,     122.5,-10.3
     -29.5,    122.75,-9.6
     -29.5,       123,-8.5
     -29.5,    123.25,-10.3
     -29.5,     123.5,-7.9
     -29.5,    123.75,-6.7
     -29.5,       124,-6.3
     -29.5,    124.25,-5.8
     -29.5,     124.5,-5.6
     -29.5,    124.75,-4.9
     -29.5,       125,-4.2
     -29.5,    125.25,-4.4
     -29.5,     125.5,-4.6
     -29.5,    125.75,-5.2
     -29.5,       126,-5.3
     -29.5,    126.25,-5.6
     -29.5,     126.5,-5.9
     -29.5,    126.75,-6.4
     -29.5,       127,-6.6
     -29.5,    127.25,-7.2
     -29.5,     127.5,-7.5
     -29.5,    127.75,-7.7
     -29.5,       128,-8.0
     -29.5,    128.25,-8.2
     -29.5,     128.5,-8.6
     -29.5,    128.75,-9.0
     -29.5,       129,-8.9
     -29.5,    129.25,-9.4
     -29.5,     129.5,-9.8
     -29.5,    129.75,-9.8
     -29.5,       130,-9.8
     -29.5,    130.25,-9.9
     -29.5,     130.5,-9.7
     -29.5,    130.75,-10.6
     -29.5,       131,-10.8
     -29.5,    131.25,-13.2
     -29.5,     131.5,-12.7
     -29.5,    131.75,-12.6
     -29.5,       132,-13.8
     -29.5,    132.25,-12.7
     -29.5,     132.5,-15.3
     -29.5,    132.75,-13.7
     -29.5,       133,-13.4
     -29.5,    133.25,-12.5
     -29.5,     133.5,-12.4
     -29.5,    133.75,-12.2
     -29.5,       134,-11.6
     -29.5,    134.25,-10.7
     -29.5,     134.5,-10.0
     -29.5,    134.75,-9.7
     -29.5,       135,-9.3
     -29.5,    135.25,-9.5
     -29.5,     135.5,-9.4
     -29.5,    135.75,-8.4
     -29.5,       136,-7.4
     -29.5,    136.25,-7.5
     -29.5,     136.5,-8.5
     -29.5,    136.75,-9.0
     -29.5,       137,-8.6
     -29.5,    137.25,-8.1
     -29.5,     137.5,-6.7
     -29.5,    137.75,-7.5
     -29.5,       138,-7.0
     -29.5,    138.25,-5.8
     -29.5,     138.5,-6.3
     -29.5,    138.75,-6.3
     -29.5,       139,-7.2
     -29.5,    139.25,-9.6
     -29.5,     139.5,-9.3
     -29.5,    139.75,-6.0
     -29.5,       140,-5.6
     -29.5,    140.25,-6.0
     -29.5,     140.5,-6.1
     -29.5,    140.75,-6.4
     -29.5,       141,-6.3
     -29.5,    141.25,-6.2
     -29.5,     141.5,-6.3
     -29.5,    141.75,-6.8
     -29.5,       142,-5.6
     -29.5,    142.25,-5.9
     -29.5,     142.5,-6.4
     -29.5,    142.75,-6.8
     -29.5,       143,-7.3
     -29.5,    143.25,-7.7
     -29.5,     143.5,-7.4
     -29.5,    143.75,-7.0
     -29.5,       144,-6.9
     -29.5,    144.25,-6.1
     -29.5,     144.5,-6.2
     -29.5,    144.75,-6.4
     -29.5,       145,-6.8
     -29.5,    145.25,-7.5
     -29.5,     145.5,-8.3
     -29.5,    145.75,-8.8
     -29.5,       146,-9.1
     -29.5,    146.25,-8.6
     -29.5,     146.5,-8.4
     -29.5,    146.75,-8.7
     -29.5,       147,-8.8
     -29.5,    147.25,-8.5
     -29.5,     147.5,-8.5
     -29.5,    147.75,-8.2
     -29.5,       148,-8.2
     -29.5,    148.25,-8.1
     -29.5,     148.5,-8.2
     -29.5,    148.75,-8.4
     -29.5,       149,-8.8
     -29.5,    149.25,-9.1
     -29.5,     149.5,-9.6
     -29.5,    149.75,-10.4
     -29.5,       150,-12.3
     -29.5,    150.25,-13.5
     -29.5,     150.5,-12.8
     -29.5,    150.75,-11.3
     -29.5,       151,-12.9
     -29.5,    151.25,-13.0
     -29.5,     151.5,-13.5
     -29.5,    151.75,-11.4
     -29.5,       152,-7.9
     -29.5,    152.25,-7.4
     -29.5,     152.5,-7.8
     -29.5,    152.75,-6.6
     -29.5,       153,-6.6
     -29.5,    153.25,-7.4
     -29.5,     153.5,-9999.0
     -29.5,    153.75,-9999.0
     -29.5,       154,-9999.0
    -29.75,       112,-9999.0
    -29.75,    112.25,-9999.0
    -29.75,     112.5,-9999.0
    -29.75,    112.75,-9999.0
    -29.75,       113,-9999.0
    -29.75,    113.25,-9999.0
    -29.75,     113.5,-9999.0
    -29.75,    113.75,-9999.0
    -29.75,       114,-9999.0
    -29.75,    114.25,-9999.0
    -29.75,     114.5,-9999.0
    -29.75,    114.75,-9999.0
    -29.75,       115,-14.6
    -29.75,    115.25,-15.7
    -29.75,     115.5,-15.5
    -29.75,    115.75,-15.2
    -29.75,       116,-12.5
    -29.75,    116.25,-11.5
    -29.75,     116.5,-10.6
    -29.75,    116.75,-9.8
    -29.75,       117,-10.1
    -29.75,    117.25,-11.0
    -29.75,     117.5,-11.0
    -29.75,    117.75,-12.2
    -29.75,       118,-13.6
    -29.75,    118.25,-13.7
    -29.75,     118.5,-13.8
    -29.75,    118.75,-13.5
    -29.75,       119,-12.2
    -29.75,    119.25,-14.7
    -29.75,     119.5,-14.3
    -29.75,    119.75,-15.7
    -29.75,       120,-14.8
    -29.75,    120.25,-13.3
    -29.75,     120.5,-14.8
    -29.75,    120.75,-13.2
    -29.75,       121,-12.3
    -29.75,    121.25,-12.2
    -29.75,     121.5,-12.6
    -29.75,    121.75,-11.4
    -29.75,       122,-13.7
    -29.75,    122.25,-11.8
    -29.75,     122.5,-9.5
    -29.75,    122.75,-9.5
    -29.75,       123,-10.2
    -29.75,    123.25,-8.3
    -29.75,     123.5,-7.7
    -29.75,    123.75,-7.2
    -29.75,       124,-6.3
    -29.75,    124.25,-6.0
    -29.75,     124.5,-4.9
    -29.75,    124.75,-4.5
    -29.75,       125,-4.7
    -29.75,    125.25,-5.3
    -29.75,     125.5,-5.6
    -29.75,    125.75,-6.0
    -29.75,       126,-6.4
    -29.75,    126.25,-6.5
    -29.75,     126.5,-6.7
    -29.75,    126.75,-7.3
    -29.75,       127,-7.4
    -29.75,    127.25,-7.7
    -29.75,     127.5,-7.8
    -29.75,    127.75,-8.5
    -29.75,       128,-8.8
    -29.75,    128.25,-9.1
    -29.75,     128.5,-9.3
    -29.75,    128.75,-9.8
    -29.75,       129,-10.0
    -29.75,    129.25,-10.3
    -29.75,     129.5,-10.6
    -29.75,    129.75,-10.7
    -29.75,       130,-10.6
    -29.75,    130.25,-10.5
    -29.75,     130.5,-11.1
    -29.75,    130.75,-11.0
    -29.75,       131,-11.3
    -29.75,    131.25,-11.3
    -29.75,     131.5,-11.4
    -29.75,    131.75,-14.8
    -29.75,       132,-14.2
    -29.75,    132.25,-14.6
    -29.75,     132.5,-15.1
    -29.75,    132.75,-14.9
    -29.75,       133,-14.0
    -29.75,    133.25,-14.9
    -29.75,     133.5,-13.8
    -29.75,    133.75,-13.0
    -29.75,       134,-12.9
    -29.75,    134.25,-10.6
    -29.75,     134.5,-10.3
    -29.75,    134.75,-9.9
    -29.75,       135,-9.0
    -29.75,    135.25,-9.5
    -29.75,     135.5,-9.5
    -29.75,    135.75,-8.7
    -29.75,       136,-8.2
    -29.75,    136.25,-7.5
    -29.75,     136.5,-8.2
    -29.75,    136.75,-8.6
    -29.75,       137,-8.5
    -29.75,    137.25,-6.9
    -29.75,     137.5,-6.7
    -29.75,    137.75,-6.2
    -29.75,       138,-7.1
    -29.75,    138.25,-6.4
    -29.75,     138.5,-6.7
    -29.75,    138.75,-8.5
    -29.75,       139,-9.8
    -29.75,    139.25,-12.1
    -29.75,     139.5,-7.6
    -29.75,    139.75,-6.0
    -29.75,       140,-6.0
    -29.75,    140.25,-6.1
    -29.75,     140.5,-6.3
    -29.75,    140.75,-6.4
    -29.75,       141,-6.5
    -29.75,    141.25,-6.0
    -29.75,     141.5,-5.8
    -29.75,    141.75,-6.0
    -29.75,       142,-5.7
    -29.75,    142.25,-5.8
    -29.75,     142.5,-6.3
    -29.75,    142.75,-6.6
    -29.75,       143,-6.8
    -29.75,    143.25,-6.8
    -29.75,     143.5,-6.9
    -29.75,    143.75,-6.5
    -29.75,       144,-5.9
    -29.75,    144.25,-6.2
    -29.75,     144.5,-6.3
    -29.75,    144.75,-6.5
    -29.75,       145,-7.2
    -29.75,    145.25,-7.6
    -29.75,     145.5,-8.1
    -29.75,    145.75,-8.6
    -29.75,       146,-8.9
    -29.75,    146.25,-9.1
    -29.75,     146.5,-8.9
    -29.75,    146.75,-8.9
    -29.75,       147,-9.0
    -29.75,    147.25,-8.7
    -29.75,     147.5,-8.5
    -29.75,    147.75,-8.4
    -29.75,       148,-8.4
    -29.75,    148.25,-8.3
    -29.75,     148.5,-8.2
    -29.75,    148.75,-8.9
    -29.75,       149,-9.4
    -29.75,    149.25,-9.8
    -29.75,     149.5,-10.4
    -29.75,    149.75,-11.1
    -29.75,       150,-13.0
    -29.75,    150.25,-15.3
    -29.75,     150.5,-12.7
    -29.75,    150.75,-12.2
    -29.75,       151,-13.1
    -29.75,    151.25,-12.1
    -29.75,     151.5,-14.0
    -29.75,    151.75,-10.4
    -29.75,       152,-7.7
    -29.75,    152.25,-7.5
    -29.75,     152.5,-8.5
    -29.75,    152.75,-9.1
    -29.75,       153,-8.8
    -29.75,    153.25,-8.2
    -29.75,     153.5,-9999.0
    -29.75,    153.75,-9999.0
    -29.75,       154,-9999.0
       -30,       112,-9999.0
       -30,    112.25,-9999.0
       -30,     112.5,-9999.0
       -30,    112.75,-9999.0
       -30,       113,-9999.0
       -30,    113.25,-9999.0
       -30,     113.5,-9999.0
       -30,    113.75,-9999.0
       -30,       114,-9999.0
       -30,    114.25,-9999.0
       -30,     114.5,-9999.0
       -30,    114.75,-9999.0
       -30,       115,-15.1
       -30,    115.25,-15.4
       -30,     115.5,-17.1
       -30,    115.75,-15.5
       -30,       116,-12.9
