Summary_file = output\xifeng_w_n0.sum
Title = Continuous winter wheat at Xifeng with low N
       day      year           date          event           flag           rain           w_ep              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             es         runoff          drain         sw_dep          nh4()        tot_no3             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)           dnit       hum_c(1)      biom_c(1)       fom_c(1)      residue_n     residue_wt          w_lai        w_yield      w_biomass      w_root_wt     w_root_dep       w_biom_n     w_mat       n_stress       w_stress             eo
       213      1984     31/07/1984          0.000          0.000        154.300          0.000              0.263              0.266              0.274              0.274              0.274              0.274              0.273              0.283              0.283         58.239         29.971         55.964        827.711          1.149         79.541              2.487              5.500              9.578              8.809              8.385              7.895             12.130             12.389             12.368          0.188      11331.881        176.484         21.383          0.292          9.037          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        131.262
       244      1984     31/08/1984          0.000          1.000         67.100          0.000              0.257              0.261              0.270              0.271              0.272              0.273              0.272              0.282              0.282         56.104          1.830         15.424        821.453          1.091         88.147              4.603              8.687             12.123              9.343              8.521              7.965             12.209             12.378             12.318          0.049      11310.499        171.925         13.263          0.101          3.144          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        173.799
       264      1984     20/09/1984          0.000          3.000         53.800          0.000              0.245              0.251              0.262              0.270              0.270              0.270              0.270              0.280              0.281         31.123          7.839         24.503        811.789          1.152         89.711              4.718              8.278             12.803             10.106              8.792              8.067             12.313             12.364             12.270          0.083      11302.506        169.775         11.493          0.065          2.014          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         69.044
       274      1984     30/09/1984          0.000          0.000         47.300          0.000              0.257              0.261              0.271              0.274              0.276              0.277              0.274              0.284              0.284         17.523          1.541         11.300        828.725         10.362        100.645              9.293             10.438             14.142             11.171              9.420              8.478             12.666             12.596             12.441          0.086      11300.173        169.139         11.126          0.048          1.496          0.000          0.000          0.000          0.000        119.580          0.000         0          0.000          0.818         21.720
       305      1984     31/10/1984          0.000          0.000         15.000          6.493              0.234              0.238              0.251              0.263              0.270              0.270              0.270              0.280              0.280         23.097          0.000         11.619        802.516          2.205         81.648              4.449              3.882              7.595             10.868              9.295              8.315             12.525             12.441             12.279          0.016      11293.952        167.527         14.846          0.043          1.317          1.044          0.000        627.925         48.307        441.660          2.342         0          0.983          1.000         66.166
       335      1984     30/11/1984          0.000          0.000          9.900          3.434              0.242              0.246              0.249              0.256              0.264              0.270              0.270              0.280              0.280          8.862          0.000          0.000        800.120          1.742         75.901              2.240              3.236              5.149             10.578              9.109              8.320             12.533             12.449             12.287          0.000      11292.347        167.285         25.580          0.043          1.317          1.163          0.000       1081.684         65.688        569.940          2.904         0          0.564          1.000         26.991
       366      1984     31/12/1984          0.000          0.000         14.200          0.067              0.257              0.260              0.263              0.265              0.267              0.270              0.270              0.280              0.280          2.209          0.000          0.000        812.044          1.409         76.134              1.871              3.448              5.305             10.654              9.255              8.323             12.535             12.452             12.291          0.001      11290.876        167.639         34.631          0.025          0.777          0.002          0.000       1092.684         56.710        573.480          2.941         0          1.000          1.000          5.052
        31      1985     31/01/1985          0.000          0.000          2.600          0.000              0.248              0.252              0.259              0.266              0.270              0.270              0.270              0.280              0.280          4.935          0.000          0.000        809.708          1.330         76.307              2.067              3.399              5.249             10.623              9.361              8.324             12.537             12.454             12.294          0.000      11290.398        167.783         43.500          0.020          0.627          0.002          0.000       1092.685         48.548        573.600          2.941         0          1.000          1.000          9.927
        59      1985     28/02/1985          0.000          0.000          1.700          0.003              0.229              0.236              0.248              0.259              0.267              0.270              0.270              0.280              0.280         13.128          0.000          0.000        798.278          1.246         76.467              2.774              3.234              5.227             10.345              9.271              8.324             12.538             12.456             12.297          0.000      11290.075        167.944         50.280          0.020          0.605          0.002          0.000       1093.043         42.206        603.120          2.942         0          1.000          1.000         26.408
        90      1985     31/03/1985          0.000          0.000          8.400          0.022              0.219              0.229              0.242              0.254              0.263              0.269              0.270              0.280              0.280         15.609          0.000          0.000        791.047          1.041         76.760              3.271              3.331              5.356             10.092              9.107              8.306             12.539             12.458             12.299          0.000      11289.231        168.511         55.007          0.019          0.602          0.005          0.000       1095.392         36.206        698.760          2.944         0          1.000          1.000         58.721
       120      1985     30/04/1985          0.000          0.000         25.700          0.993              0.230              0.238              0.248              0.256              0.262              0.268              0.270              0.280              0.280         20.007          0.000          0.000        795.748          0.640         78.400              3.472              4.287              5.951             10.081              9.040              8.263             12.543             12.461             12.302          0.001      11281.508        171.798         43.478          0.015          0.469          0.026          0.000       1165.087         33.045       1113.360          2.969         0          1.000          1.000        132.407
       151      1985     31/05/1985          0.000          0.000         92.900          1.396              0.256              0.260              0.271              0.274              0.276              0.277              0.275              0.285              0.285         44.197          0.969         13.154        828.932          0.811         75.499              1.685              4.203              6.814              8.709              8.660              7.959             12.251             12.695             12.523          0.070      11269.430        172.883         32.821          0.005          0.146          0.026        128.643       1269.029         29.129       1666.200          3.454         0          1.000          1.000        145.318
       181      1985     30/06/1985          0.000          0.000         80.200          1.690              0.319              0.305              0.289              0.283              0.279              0.276              0.272              0.282              0.281         30.134          8.693         19.930        848.684          0.807         77.972              1.958              5.804              8.411              8.644              8.506              7.811             11.911             12.541             12.388          0.070      11251.732        171.273         22.808          0.002          0.077          0.026        309.392       1372.790         25.062       2298.660          3.612       181          0.967          1.000        162.218
       183      1985     02/07/1985          2.000          2.000          0.100          0.000              0.270              0.287              0.286              0.285              0.282              0.280              0.275              0.283              0.282          2.655          0.000          1.824        844.304          0.824         77.987              1.903              5.430              8.333              8.657              8.606              7.956             12.034             12.615             12.451          0.014      11251.140        171.179         22.586          0.002          0.071          0.002        309.392       1372.790         24.937       2298.660          3.612       181          0.000          1.000          6.084
       212      1985     31/07/1985          0.000          0.000         82.300          0.000              0.260              0.264              0.271              0.273              0.274              0.274              0.272              0.282              0.281         60.164          5.438         37.416        823.587          1.017         85.058              4.356              7.861             10.556              8.745              8.427              7.973             12.180             12.530             12.430          0.107      11228.492        176.479         22.914          0.549         19.553          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        194.227
       243      1985     31/08/1985          0.000          1.000         64.100          0.000              0.250              0.257              0.269              0.272              0.273              0.274              0.272              0.283              0.283         45.642          2.953         17.405        821.687          1.109         93.314              5.195             10.308             13.720              9.821              8.682              8.115             12.366             12.603             12.504          0.095      11206.574        172.410         14.069          0.252          8.973          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        145.339
       264      1985     21/09/1985          0.000          3.000        138.000          0.000              0.253              0.258              0.269              0.273              0.275              0.277              0.276              0.287              0.288         34.069         20.738         73.943        830.936          1.163         89.342              1.225              4.981             12.038             11.904             10.502              9.293             13.436             13.114             12.848          0.290      11200.722        171.269         12.646          0.132          4.705          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         46.841
       273      1985     30/09/1985          0.000          0.000          1.000          0.000              0.240              0.247              0.259              0.269              0.270              0.270              0.270              0.280              0.280          7.974          0.000         15.026        808.936          8.374        102.270             15.047              5.468             11.997             11.774             10.343              9.080             13.213             12.835             12.513          0.011      11197.713        170.394         12.175          0.114          4.063          0.080          0.000         18.400          3.980        121.630          0.108         0          0.100          0.800         33.025
       304      1985     31/10/1985          0.000          0.000         52.100          4.418              0.234              0.244              0.258              0.268              0.270              0.270              0.270              0.280              0.280         24.149          0.936         24.328        807.206          1.817         85.906              3.355              4.447              6.767             11.892             10.769              9.475             13.599             13.016             12.586          0.101      11191.233        168.679         15.462          0.094          3.365          0.847          0.000        500.109         39.226        458.350          1.930         0          0.999          1.000         61.216
       334      1985     30/11/1985          0.000          0.000          0.000          1.898              0.216              0.228              0.244              0.258              0.266              0.270              0.270              0.280              0.280         11.827          0.000          0.074        793.407          1.568         80.526              2.488              2.793              4.476             11.431             10.639              9.480             13.606             13.023             12.591          0.000      11189.938        168.485         23.131          0.094          3.345          0.385          0.000        756.543         48.212        546.610          2.412         0          0.981          1.000         34.648
       365      1985     31/12/1985          0.000          0.000          0.700          0.102              0.217              0.225              0.239              0.252              0.261              0.268              0.270              0.280              0.280          6.274          0.000          0.000        787.731          1.523         80.408              2.795              2.737              4.627             11.157             10.434              9.424             13.610             13.027             12.596          0.000      11189.699        168.488         31.303          0.094          3.345          0.002          0.000        770.491         41.921        559.150          2.409         0          1.000          1.000         13.213
        31      1986     31/01/1986          0.000          0.000          0.400          0.000              0.209              0.220              0.235              0.248              0.258              0.265              0.270              0.280              0.280          6.417          0.000          0.000        781.714          1.496         80.494              3.143              2.714              4.819             10.973             10.288              9.313             13.612             13.031             12.601          0.000      11189.609        168.510         38.376          0.094          3.345          0.002          0.000        770.539         35.890        565.090          2.389         0          1.000          1.000         19.082
        59      1986     28/02/1986          0.000          0.000          1.300          0.002              0.207              0.216              0.232              0.245              0.255              0.262              0.270              0.280              0.280          5.790          0.000          0.000        777.221          1.435         80.616              3.453              2.739              4.972             10.821             10.164              9.217             13.613             13.033             12.603          0.000      11189.395        168.591         43.543          0.094          3.345          0.002          0.000        770.814         31.203        585.910          2.389         0          1.000          1.000         28.540
        90      1986     31/03/1986          0.000          0.000         19.800          0.029              0.225              0.230              0.238              0.245              0.253              0.261              0.269              0.280              0.280         14.525          0.000          0.000        782.467          1.136         81.204              3.060              3.543              5.317             10.826             10.087              9.152             13.588             13.025             12.605          0.000      11188.062        169.235         45.778          0.085          3.045          0.007          0.000        774.315         26.824        716.590          2.389         0          1.000          1.000         65.764
       120      1986     30/04/1986          0.000          0.000         28.300          0.719              0.250              0.252              0.251              0.248              0.253              0.260              0.269              0.279              0.280         17.022          0.000          0.000        793.026          0.781         82.765              2.767              4.738              6.076             10.849             10.034              9.128             13.560             13.005             12.608          0.000      11182.080        171.038         38.835          0.072          2.549          0.028          0.000        835.743         24.777       1069.630          2.409         0          1.000          1.000        110.683
       151      1986     31/05/1986          0.000          0.000         11.100          1.731              0.228              0.234              0.242              0.249              0.255              0.261              0.269              0.279              0.280         17.047          0.000          0.000        785.348          0.858         82.604              4.278              5.568              6.387             10.021              9.284              8.449             13.013             12.992             12.612          0.000      11168.638        171.335         27.573          0.054          1.930          0.028        104.506        955.628         22.383       1680.971          2.818         0          1.000          1.000        161.971
       181      1986     30/06/1986          0.000          0.000         92.100          1.795              0.263              0.266              0.271              0.274              0.275              0.276              0.274              0.283              0.283         39.178          4.297          3.835        828.343          0.889         83.921              2.556              6.294              8.907              9.885              9.552              8.589             12.571             12.826             12.740          0.075      11151.107        168.916         19.560          0.015          0.534          0.002        271.442       1060.708         19.258       2284.750          3.253       180          0.933          1.000        156.167
       182      1986     01/07/1986          2.000          2.000              ?              ?              0.263              0.266              0.271              0.274              0.275              0.276              0.274              0.283              0.283              ?              ?              ?        828.343          0.889         83.921              2.556              6.294              8.907              9.885              9.552              8.589             12.571             12.826             12.740              ?      11151.107        168.916         19.560          0.015          0.534          0.002        271.442       1060.708         19.258       2284.750          3.253       180              ?              ?              ?
       212      1986     31/07/1986          0.000          0.000         82.800          0.000              0.254              0.257              0.261              0.268              0.270              0.270              0.270              0.280              0.280         37.378         14.098         47.348        812.320          1.013         90.129              5.435              8.030             10.476              9.521              9.483              8.787             12.930             12.813             12.653          0.124      11129.617        171.031         19.847          0.526         17.087          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        185.636
       243      1986     31/08/1986          0.000          1.000         55.800          0.000              0.251              0.256              0.266              0.270              0.270              0.270              0.270              0.280              0.281         41.921          2.979          8.564        814.655          1.039         99.161              7.121             11.009             13.650             10.207              9.616              8.894             13.076             12.886             12.700          0.045      11108.266        167.058         12.520          0.194          6.298          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        183.492
       264      1986     21/09/1986          0.000          3.000         22.000          0.000              0.242              0.248              0.261              0.269              0.270              0.270              0.270              0.280              0.280         19.368          1.753          5.654        809.881          1.103        103.264              8.576             11.807             14.916             10.579              9.706              8.942             13.141             12.904             12.693          0.036      11098.171        164.321         10.540          0.156          5.052          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         82.480
       273      1986     30/09/1986          0.000          0.000          8.300          0.157              0.236              0.244              0.256              0.266              0.270              0.270              0.270              0.280              0.280         12.023          0.000          0.091        805.910          4.039        122.002             26.292             12.549             15.235             10.504              9.730              8.947             13.146             12.907             12.693          0.000      11092.936        162.813          9.936          0.140          4.547          0.096          0.000         28.071          4.922        136.340          0.163         0          0.200          0.800         41.506
       304      1986     31/10/1986          0.000          0.000         20.400          8.711              0.226              0.236              0.250              0.261              0.268              0.270              0.270              0.280              0.280         17.954          0.000          0.000        799.645          1.374         85.928              4.760              5.555              7.757             10.424              9.691              8.958             13.159             12.920             12.705          0.000      11086.026        161.158         15.841          0.116          3.765          1.125          0.000        902.488         67.203        485.420          3.322         0          1.000          1.000         73.973
       334      1986     30/11/1986          0.000          0.000         11.800          3.227              0.243              0.246              0.250              0.256              0.263              0.270              0.270              0.280              0.280          8.151          0.000          0.000        800.067          1.257         79.174              2.284              3.902              5.438             10.245              9.545              8.954             13.166             12.927             12.713          0.000      11084.730        161.091         29.116          0.107          3.482          0.262          0.000       1276.005         78.015        571.160          3.923         0          0.997          1.000         24.751
       365      1986     31/12/1986          0.000          0.000          8.200          0.034              0.242              0.246              0.253              0.258              0.264              0.269              0.270              0.280              0.280          6.447          0.000          0.000        801.786          1.216         79.227              2.124              3.924              5.556             10.298              9.562              8.943             13.169             12.932             12.718          0.000      11084.524        161.191         42.103          0.099          3.217          0.002          0.000       1281.951         67.065        583.220          3.869         0          1.000          1.000         14.411
        31      1987     31/01/1987          0.000          0.000          0.200          0.001              0.216              0.229              0.244              0.255              0.263              0.269              0.270              0.280              0.280         10.688          0.000          0.000        791.297          1.156         79.362              2.785              3.663              5.479             10.142              9.526              8.936             13.172             12.936             12.723          0.000      11084.343        161.318         53.066          0.095          3.089          0.002          0.000       1282.092         57.419        600.380          3.869         0          1.000          1.000         23.425
        59      1987     28/02/1987          0.000          0.000          8.200          0.008              0.219              0.229              0.240              0.251              0.260              0.267              0.270              0.280              0.280         11.688          0.000          0.000        787.801          0.964         79.657              3.042              3.897              5.614              9.980              9.422              8.862             13.174             12.939             12.726          0.000      11083.657        161.891         59.712          0.092          2.988          0.002          0.000       1283.144         49.939        675.320          3.869         0          1.000          1.000         40.443
        90      1987     31/03/1987          0.000          0.000         23.500          0.034              0.242              0.243              0.249              0.254              0.260              0.265              0.270              0.280              0.280         15.144          0.000          0.000        796.123          0.677         80.093              2.581              4.367              6.001             10.066              9.417              8.816             13.176             12.941             12.728          0.000      11082.151        163.261         62.907          0.084          2.737          0.003          0.000       1286.435         42.844        814.040          3.869         0          1.000          1.000         66.219
       120      1987     30/04/1987          0.000          0.000         30.800          0.302              0.240              0.246              0.255              0.257              0.260              0.266              0.270              0.280              0.280         26.936          0.000          0.000        799.685          0.510         81.419              2.897              4.689              6.523             10.156              9.469              8.830             13.180             12.944             12.732          0.003      11074.563        167.790         49.393          0.058          1.891          0.006          0.000       1307.934         37.388       1226.960          3.869         0          1.000          1.000        137.637
       151      1987     31/05/1987          0.000          0.000         59.500          0.339              0.270              0.273              0.275              0.275              0.274              0.273              0.271              0.281              0.281         31.353          0.142          0.581        826.769          0.723         78.470              1.902              5.039              7.279              9.224              8.824              8.049             12.402             12.987             12.764          0.024      11062.222        170.038         36.094          0.028          0.895          0.006        197.674       1332.588         32.132       1787.060          4.445         0          1.000          1.000        145.724
       179      1987     28/06/1987          2.000          2.000         64.200          0.324              0.264              0.267              0.274              0.274              0.274              0.273              0.272              0.282              0.282         44.491          0.000         20.485        825.668          0.817         80.767              2.359              5.556              8.246              8.982              8.896              8.253             12.602             13.026             12.847          0.063      11048.505        169.581         27.246          0.005          0.159          0.002        217.857       1353.971         28.065       2287.760          4.445       177          0.926          1.000        141.440
       181      1987     30/06/1987          0.000          0.000          0.000          0.000              0.248              0.254              0.267              0.270              0.271              0.271              0.271              0.281              0.281          5.347          0.000          3.783        816.538          1.157         81.334              3.116              5.630              8.239              8.886              8.817              8.214             12.590             13.004             12.838          0.005      11046.695        171.266         54.635          1.818         53.381          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         21.718
       212      1987     31/07/1987          0.000          0.000         76.000          0.000              0.259              0.263              0.271              0.273              0.275              0.275              0.273              0.283              0.283         48.693          7.871          9.542        826.433          1.062         93.325              5.438              9.724             12.143              9.640              9.090              8.454             12.808             13.107             12.920          0.089      11022.996        176.208         24.172          0.767         22.535          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        202.563
       243      1987     31/08/1987          0.000          1.000         49.800          0.000              0.255              0.259              0.269              0.270              0.271              0.271              0.271              0.281              0.281         37.397          5.066         16.071        817.699          0.974        103.311              8.261             12.926             15.568             10.283              9.145              8.430             12.813             13.031             12.855          0.081      10999.001        170.847         14.241          0.515         15.132          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        187.433
       264      1987     21/09/1987          0.000          3.000         34.400          0.000              0.245              0.251              0.261              0.269              0.270              0.270              0.270              0.280              0.280         25.353          3.251         12.813        810.682          1.059        107.265              9.195             13.442             16.894             11.086              9.372              8.516             12.895             13.026             12.838          0.074      10988.133        168.191         11.822          0.336          9.860          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         90.166
       273      1987     30/09/1987          0.000          0.000          3.200          0.198              0.237              0.245              0.257              0.266              0.270              0.270              0.270              0.280              0.280          7.227          0.000          0.004        806.453          3.714        126.430             27.730             13.788             17.203             11.020              9.393              8.522             12.901             13.031             12.842          0.000      10982.742        166.521         11.241          0.302          8.874          0.096          0.000         28.012          4.917        141.450          0.163         0          0.200          0.800         39.826
       304      1987     31/10/1987          0.000          0.000         51.100         10.119              0.259              0.261              0.260              0.268              0.270              0.270              0.270              0.280              0.280         21.528          0.362         12.068        813.476          1.171         90.674              3.945              7.461              9.773             12.040              9.780              8.685             13.039             13.079             12.872          0.093      10972.826        163.991         15.833          0.229          6.722          1.386          0.000        852.480         61.657        556.530          3.372         0          1.000          1.000         77.726
       334      1987     30/11/1987          0.000          0.000         31.000          7.133              0.269              0.270              0.270              0.270              0.270              0.270              0.270              0.280              0.280         12.215          0.003          5.172        819.953          1.105         73.325              1.340              3.330              5.283              5.821              9.707              8.753             13.102             13.103             12.886          0.016      10970.849        164.068         27.232          0.174          5.118          0.002          0.000       1655.297         92.736        714.810          4.800         0          0.870          1.000         33.694
       365      1987     31/12/1987          0.000          0.000          0.000          0.002              0.251              0.254              0.262              0.269              0.270              0.270              0.270              0.280              0.280          7.559          0.000          0.011        812.380          1.035         73.591              1.775              3.225              5.201              5.818              9.713              8.755             13.106             13.108             12.891          0.000      10970.305        164.246         40.096          0.158          4.632          0.002          0.000       1655.511         79.398        745.950          4.800         0          1.000          1.000         19.176
        31      1988     31/01/1988          0.000          0.000          1.500          0.000              0.242              0.247              0.257              0.265              0.270              0.270              0.270              0.280              0.280          6.781          0.000          0.000        807.099          1.011         73.658              2.069              3.171              5.118              5.716              9.715              8.756             13.108             13.111             12.895          0.000      10970.157        164.389         51.465          0.144          4.229          0.002          0.000       1655.515         67.972        746.370          4.800         0          1.000          1.000         17.061
        60      1988     29/02/1988          0.000          0.000         11.700          0.001              0.261              0.262              0.259              0.262              0.268              0.270              0.270              0.280              0.280          7.597          0.000          0.000        811.200          0.953         73.749              1.843              3.506              5.201              5.688              9.637              8.756             13.109             13.112             12.897          0.000      10969.922        164.594         60.177          0.138          4.045          0.002          0.000       1655.643         58.780        757.890          4.801         0          1.000          1.000         19.158
        91      1988     31/03/1988          0.000          0.000         46.500          0.004              0.267              0.270              0.273              0.273              0.274              0.274              0.272              0.282              0.282         11.482          0.000         19.559        826.654          0.864         72.014              0.666              2.827              5.253              5.769              8.785              8.952             13.453             13.292             13.017          0.033      10969.611        164.910         67.727          0.132          3.869          0.003          0.000       1656.241         50.338        803.130          4.801         0          1.000          1.000         31.213
       121      1988     30/04/1988          0.000          0.000         11.200          0.474              0.227              0.237              0.251              0.262              0.270              0.270              0.270              0.280              0.280         25.919          0.000         10.420        801.041          0.331         71.914              1.873              2.772              4.940              5.475              8.424              8.816             13.424             13.240             12.951          0.009      10963.584        169.473         55.377          0.114          3.354          0.013          0.000       1691.167         44.278       1182.510          4.813         0          1.000          1.000        133.814
       152      1988     31/05/1988          0.000          0.000         76.600          0.747              0.245              0.251              0.262              0.270              0.270              0.270              0.270              0.280              0.280         45.041          0.002         20.463        811.388          0.634         66.015              1.857              2.911              4.712              4.876              6.567              7.166             11.610             13.309             13.006          0.045      10951.321        172.671         39.254          0.034          0.984          0.013        177.536       1746.610         38.371       1751.550          5.447         0          1.000          1.000        157.403
       182      1988     30/06/1988          0.000          0.000         89.100          0.965              0.258              0.262              0.271              0.274              0.274              0.275              0.273              0.282              0.282         38.936          0.770         34.839        824.978          0.732         66.515              2.164              4.065              5.677              4.918              5.812              6.585             11.177             13.006             13.110          0.090      10933.309        171.777         26.143          0.010          0.291          0.002        314.654       1801.985         33.014       2384.730          5.610       181          0.933          1.000        191.807
       183      1988     01/07/1988          2.000          2.000              ?              ?              0.258              0.262              0.271              0.274              0.274              0.275              0.273              0.282              0.282              ?              ?              ?        824.978          0.732         66.515              2.164              4.065              5.677              4.918              5.812              6.585             11.177             13.006             13.110              ?      10933.309        171.777         26.143          0.010          0.291          0.002        314.654       1801.985         33.014       2384.730          5.610       181              ?              ?              ?
       213      1988     31/07/1988          0.000          0.000        203.100          0.000              0.267              0.270              0.277              0.277              0.277              0.277              0.274              0.285              0.285         73.675         54.542         64.567        835.294          1.151         70.967              2.361              5.420              8.299              6.413              5.838              6.154             10.939             12.500             13.045          0.177      10914.979        182.317         28.744          0.458         14.115          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        159.567
       244      1988     31/08/1988          0.000          1.000        190.500          0.000              0.253              0.257              0.268              0.270              0.271              0.272              0.271              0.282              0.282         62.059         45.850         99.445        818.440          1.144         70.027              2.150              4.322              8.338              7.642              6.745              6.240             10.467             11.680             12.441          0.264      10898.944        179.725         19.074          0.097          2.977          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000        135.892
       264      1988     20/09/1988          0.000          3.000         27.800          0.000              0.242              0.251              0.261              0.269              0.270              0.270              0.270              0.280              0.280         29.573          0.155          5.913        810.599          1.128         74.023              3.934              5.742              9.213              7.760              6.789              6.233             10.424             11.595             12.334          0.010      10890.082        177.027         15.838          0.060          1.840          0.000          0.000          0.000          0.000          0.000          0.000         0          0.000          0.000         73.036
